0 0 0 .BO.CC.BO.DDAAO..PEQQQ.PEFFG.P...GHH  
2 1 1 .BOCC..BO.DDAAO..PEQQQ.PEFFG.P...GHH C99  
2 1 1 .BO.CC.BO.DDAAO..P.QQQ.PEFFG.PE..GHH E99  
2 1 1 .BO.CC.BO.DDAAO..PE.QQQPEFFG.P...GHH Q99  
2 1 1 .BO.CC.BODD.AAO..PEQQQ.PEFFG.P...GHH D99  
3 2 1 .BOCC..BO.DDAAO..PE.QQQPEFFG.P...GHH Q99 C99  
3 2 1 .BO.CC.BO.DDAAO..P..QQQPEFFG.PE..GHH Q99 E99  
3 2 1 .BO.CC.BODD.AAO..PE.QQQPEFFG.P...GHH D99 Q99  
3 2 1 .BO.CC.BODDPAAO..PEQQQ.PEFFG.....GHH P99 D99  
3 2 1 .BO.CC.BODD.AAO..P.QQQ.PEFFG.PE..GHH D99 E99  
3 2 1 .BOCC..BO.DDAAO..P.QQQ.PEFFG.PE..GHH E99 C99  
3 2 1 .BO.CC.BO.DDAAO..PQQQ..PEFFG.PE..GHH Q99 E99  
3 2 1 .BOCC..BODD.AAO..PEQQQ.PEFFG.P...GHH D99 C99  
4 3 1 .BOCC..BO.DDAAO..P..QQQPEFFG.PE..GHH E99 Q99 C99  
4 3 1 .BO.CC.BODDPAAO..PE.QQQPEFFG.....GHH P99 D99 Q99  
4 3 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PE...HH G96 Q99 E99  
4 3 1 .BOCCP.BODDPAAO..PEQQQ..EFFG.....GHH P98 D99 C99  
4 3 1 .BO.CC.BODD.AAO..P..QQQPEFFG.PE..GHH D99 Q99 E99  
4 3 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PE...HH G97 Q99 E99  
4 3 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PE...HH G98 Q99 E99  
4 3 1 .BO.CC.BODDPAAO..P.QQQ.PEFFG..E..GHH E99 P99 D99  
4 3 1 .BOCC..BODD.AAO..P.QQQ.PEFFG.PE..GHH C99 D99 E99  
4 3 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PE...HH G99 Q99 E99  
4 3 1 .BOCC..BO.DDAAO..PQQQ..PEFFG.PE..GHH Q99 E99 C99  
4 3 1 .BOCC..BODDPAAO..PEQQQ.PEFFG.....GHH C99 P99 D99  
4 3 1 .BO.CC.BODD.AAO..PQQQ..PEFFG.PE..GHH Q99 D99 E99  
4 3 1 .BOCC..BODD.AAO..PE.QQQPEFFG.P...GHH D99 Q99 C99  
5 4 1 .BOCC..BODD.AAO..P..QQQPEFFG.PE..GHH D99 E99 Q99 C99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PE.FF.PE...HH F99 G96 Q99 E99  
5 4 1 .BOCCP.BODDPAAO..PE.QQQ.EFFG.....GHH Q99 P98 D99 C99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PE.FF.PE...HH F99 G98 Q99 E99  
5 4 1 .BO.CC.BODD.AAO..PQQQG.PEFFG.PE...HH D99 G99 Q99 E99  
5 4 1 .BOCC..BO.DDAAO..PQQQG.PEFFG.PE...HH C99 G99 Q99 E99  
5 4 1 .BO.CC.BODD.AAOG.PQQQG.PEFF..PE...HH D99 G98 Q99 E99  
5 4 1 .BOCC..BODDPAAO..PE.QQQPEFFG.....GHH C99 P99 D99 Q99  
5 4 1 .BOCC..BO.DDAAOG.PQQQG.PEFF..PE...HH C99 G98 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.P.QQQ.PEFF..PE...HH Q98 G97 Q99 E99  
5 4 1 .BO.CC.BODDPAAO..P..QQQPEFFG..E..GHH E99 P99 D99 Q99  
5 4 1 .BOCCP.BODDPAAO..PE..QQQEFFG.....GHH Q98 P98 D99 C99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PEHH... H97 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PE.HH.. H98 G97 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..P..QQQPEFF..PE...HH Q97 G96 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PE..HH. H99 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PE..FFPE...HH F98 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PE.FF.PE...HH F99 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.P..QQQPEFF..PE...HH Q97 G97 Q99 E99  
5 4 1 .BO.CC.BODDPAAO..PQQQ..PEFFG..E..GHH Q99 E99 P99 D99  
5 4 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PE.HH.. H98 G99 Q99 E99  
5 4 1 .BOCC..BOGDDAAOG.PQQQ..PEFF..PE...HH C99 G97 Q99 E99  
5 4 1 .BOCCP.BODDPAAO..P.QQQ..EFFG..E..GHH E99 P98 D99 C99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PEHH... H97 G98 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..P.QQQ.PEFF..PE...HH Q98 G96 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PEHH... H97 G96 Q99 E99  
5 4 1 .BOCC..BODD.AAO..PQQQ..PEFFG.PE..GHH Q99 C99 D99 E99  
5 4 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PE..HH. H99 G99 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PE.HH.. H98 G96 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PE..HH. H99 G96 Q99 E99  
5 4 1 .BOCC..BODDPAAO..P.QQQ.PEFFG..E..GHH C99 E99 P99 D99  
5 4 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PEHH... H97 G99 Q99 E99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PE.HH.. H98 G98 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PE..FFPE...HH F98 G96 Q99 E99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PE..HH. H99 G98 Q99 E99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PE..FFPE...HH F98 G98 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG.PEQQQ.PEFF..PHH.... H96 E98 Q98 G97 Q99 E99  
7 6 1 .BO.CC.BODD.AAOG.PQQQG.PE..FFPE..HH. D99 F98 H99 G98 Q99 E99  
7 6 1 .BOCC..BO.DDAAOG.PQQQG.PE..FFPE..HH. C99 F98 H99 G98 Q99 E99  
7 6 1 .BOCC..BO.DDAAOG.PQQQG.PE.FF.PE..HH. F99 H99 C99 G98 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..PE.QQQPEFF..P.HH... H97 E98 Q97 G96 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..PE.QQQPEFF..P..HH.. H98 E98 Q97 G96 Q99 E99  
7 6 1 .BOCC..BO.DDAAOG.PQQQG.PE..FFPEHH... H97 F98 C99 G98 Q99 E99  
7 6 1 .BOCC..BO.DDAAOG..QQQG.PEFF..PEHH..P P99 H97 C99 G98 Q99 E99  
7 6 1 .BO.CC.BO.DDAAO..P..QQQPEFFG.PEHHG.. Q97 G94 H97 G97 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..PE.QQQPEFF..P...HH. H99 E98 Q97 G96 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..PE.QQQPE..FFP....HH F98 E98 Q97 G96 Q99 E99  
7 6 1 .BO.CC.BODD.AAOG.PQQQG.PE.FF.PE..HH. F99 H99 D99 G98 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..PE.QQQPE.FF.P....HH F99 E98 Q97 G96 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG.P..QQQPEFF..PEHH... Q97 C99 H97 G97 Q99 E99  
7 6 1 .BO.CC.BODDPAAOG.PQQQG.PE..FF.E...HH P99 F98 D99 G98 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG...QQQ.PEFF..PEHH..P P99 H97 Q98 G97 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG.P.QQQ.PEFF..PEHH... Q98 C99 H97 G97 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG.PQQQ..PE..FFPEHH... F98 C99 H97 G97 Q99 E99  
7 6 1 .BO.CC.BODDPAAOG.PQQQG.PE...FFE...HH F97 P99 D99 G98 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG.PQQQ..PE.FF.PEHH... F99 C99 H97 G97 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG..QQQ..PEFF..PEHH..P P99 C99 H97 G97 Q99 E99  
7 6 1 .BOCC..BODD.AAO..PQQQG.PEFFG.PE.HH.. D99 H98 C99 G99 Q99 E99  
7 6 1 .BO.CC.BODD.AAO...QQQG.PEFFG.PE.HH.P P99 H98 D99 G99 Q99 E99  
7 6 1 .BO.CC.BO.DDAAOG..QQQG.PE..FFPE.HH.P F98 P99 H98 G98 Q99 E99  
7 6 1 .BO.CC.BO.DDAAOG..QQQG.PE..FFPEHH..P F98 P99 H97 G98 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG..QQQ..PE.FF.PEHH..P P99 F99 H97 G97 Q99 E99  
7 6 1 .BO.CC.BODD.AAOG.PQQQG.PE..FFPEHH... F98 H97 D99 G98 Q99 E99  
7 6 1 .BO.CC.BODD.AAOG.PQQQG.PE.FF.PEHH... F99 H97 D99 G98 Q99 E99  
7 6 1 .BOCC..BO.DDAAO...QQQG.PEFFG.PE..HHP P99 H99 C99 G99 Q99 E99  
7 6 1 .BO.CC.BODD.AAOG..QQQG.PEFF..PEHH..P P99 H97 D99 G98 Q99 E99  
7 6 1 .BO.CC.BODDPAAOG.PQQQG.PEFF...EHH... P99 H97 D99 G98 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG.PE.QQQPEFF..P...HH. E98 Q97 H99 G97 Q99 E99  
7 6 1 .BOCC..BODDPAAO..PQQQG.PEFFG..E...HH G99 C99 Q99 E99 P99 D99  
7 6 1 .BOCC..BODD.AAOG.PQQQG.PEFF..PEHH... C99 H97 D99 G98 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..P.QQQ.PE.FF.PEHH... H97 Q98 F99 G96 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG.PE.QQQPE.FF.P....HH E98 Q97 F99 G97 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..P.QQQ.PE.FF.PE.HH.. H98 Q98 F99 G96 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..P.QQQ.PE.FF.PE..HH. H99 Q98 F99 G96 Q99 E99  
7 6 1 .BO.CC.BODDPAAO..PQQQG.PEFFG..E..HH. P99 H99 D99 G99 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG.PE.QQQPEFF..PHH.... H96 E98 Q97 G97 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..PEQQQ.PE..FFP....HH E98 F98 Q98 G96 Q99 E99  
7 6 1 .BO.CC.BODD.AAO...QQQG.PEFFG.PE..HHP P99 H99 D99 G99 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG.PE.QQQPE..FFP....HH E98 Q97 F98 G97 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG.P..QQQPE..FFPEHH... H97 Q97 F98 G97 Q99 E99  
7 6 1 .BOCCP.BODDPAAO..PQQQG..EFFG..E...HH P98 C99 D99 G99 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG.PE.QQQPEFF..P.HH... H97 E98 Q97 G97 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..P.QQQ.PE..FFPEHH... F98 H97 Q98 G96 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..P.QQQ.PE..FFPE..HH. F98 H99 Q98 G96 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..PEQQQ.PEFF..P.HH... E98 H97 Q98 G96 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..PEQQQ.PEFF..P..HH.. E98 H98 Q98 G96 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO....QQQ.PEFF..PE..HHP P99 H99 Q98 G96 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..P.QQQ.PE..FFPE.HH.. F98 H98 Q98 G96 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG.PE.QQQPEFF..P....HH C99 E98 Q97 G97 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..PEQQQ.PEFF..P...HH. E98 H99 Q98 G96 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG.PQQQ..PE..FFPE.HH.. H98 C99 F98 G97 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG.P..QQQPE..FFPE...HH C99 Q97 F98 G97 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG..QQQ..PE..FFPEHH..P P99 F98 H97 G97 Q99 E99  
7 6 1 .BO.CC.BO.DDAAOG..QQQG.PE.FF.PE.HH.P F99 P99 H98 G98 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG.P..QQQPE.FF.PE...HH C99 Q97 F99 G97 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO...QQQ..PE.FF.PEHH..P P99 H97 F99 G96 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG.P..QQQPE.FF.PE..HH. F99 Q97 H99 G97 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG.P..QQQPEFF..PE..HH. C99 Q97 H99 G97 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG.PQQQ..PE.FF.PE..HH. H99 C99 F99 G97 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO....QQQ.PEFF..PEHH..P P99 H97 Q98 G96 Q99 E99  
7 6 1 .BO.CC.BODDPAAO..PQQQG.PEFFG..E.HH.. P99 H98 D99 G99 Q99 E99  
7 6 1 .BOCC..BODD.AAO..PQQQG.PEFFG.PE..HH. D99 H99 C99 G99 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG..QQQ..PE.FF.PE..HHP P99 F99 H99 G97 Q99 E99  
7 6 1 .BOCCP.BODDPAAOG.PQQQG..EFF...E...HH P98 C99 D99 G98 Q99 E99  
7 6 1 .BO.CC.BO.DDAAO..P.QQQ.PEFFG.PEHHG.. Q98 G94 H97 G97 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG..QQQ..PEFF..PE..HHP C99 P99 H99 G97 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO...QQQ..PE.FF.PE..HHP P99 H99 F99 G96 Q99 E99  
7 6 1 .BO.CC.BO.DDAAO...QQQ..PEFFG.PEHHG.P P99 G94 H97 G97 Q99 E99  
7 6 1 .BO.CC.BODDPAAOG.PQQQG.PE.FF..E...HH F99 P99 D99 G98 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..PEQQQ.PEFF..PHH.... H96 E98 Q98 G96 Q99 E99  
7 6 1 .BOCC..BODDPAAOG.PQQQG.PEFF...E...HH C99 P99 D99 G98 Q99 E99  
7 6 1 .BO.CC.BODDPAAOG.PQQQG.PEFF...E..HH. P99 H99 D99 G98 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..P..QQQPE..FFPE.HH.. F98 H98 Q97 G96 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO..P..QQQPE..FFPE..HH. F98 H99 Q97 G96 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG.PQQQ..PE.FF.PE.HH.. H98 C99 F99 G97 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO...QQQ..PE..FFPE..HHP F98 P99 H99 G96 Q99 E99  
7 6 1 .BOCC..BODD.AAOG.PQQQG.PE..FFPE...HH D99 F98 C99 G98 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG.P..QQQPE..FFPE.HH.. F98 Q97 H98 G97 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO.....QQQPEFF..PEHH..P P99 H97 Q97 G96 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG.P..QQQPE.FF.PE.HH.. F99 Q97 H98 G97 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG....QQQPEFF..PE.HH.P P99 Q97 H98 G97 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO.....QQQPEFF..PE..HHP P99 H99 Q97 G96 Q99 E99  
7 6 1 .BOGCC.BOGDDAAO...QQQ..PE..FFPEHH..P P99 F98 H97 G96 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG.P..QQQPEFF..PE.HH.. C99 Q97 H98 G97 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG.PEQQQ.PEFF..P.HH... H97 E98 Q98 G97 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG..QQQ..PE..FFPE.HH.P P99 F98 H98 G97 Q99 E99  
7 6 1 .BOCC..BODD.AAOG.PQQQG.PEFF..PE..HH. D99 H99 C99 G98 Q99 E99  
7 6 1 .BO.CC.BODD.AAOG.PQQQG.PE.FF.PE.HH.. F99 H98 D99 G98 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG.P..QQQPE.FF.PEHH... H97 Q97 F99 G97 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG..QQQ..PEFF..PE.HH.P C99 P99 H98 G97 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG..QQQ..PE..FFPE..HHP P99 F98 H99 G97 Q99 E99  
7 6 1 .BO.CC.BODD.AAOG..QQQG.PEFF..PE.HH.P P99 H98 D99 G98 Q99 E99  
7 6 1 .BO.CC.BODDPAAOG.PQQQG.PEFF...E.HH.. P99 H98 D99 G98 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG..QQQ..PE.FF.PE.HH.P P99 F99 H98 G97 Q99 E99  
7 6 1 .BOCC..BO.DDAAOG.PQQQG.PE.FF.PE.HH.. F99 H98 C99 G98 Q99 E99  
7 6 1 .BOCC..BO.DDAAOG..QQQG.PEFF..PE.HH.P P99 H98 C99 G98 Q99 E99  
7 6 1 .BOCC..BOGDDAAOG.PQQQ..PE..FFPE..HH. H99 C99 F98 G97 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG....QQQPEFF..PEHH..P P99 Q97 H97 G97 Q99 E99  
7 6 1 .BOCC..BODD.AAOG.PQQQG.PEFF..PE.HH.. D99 H98 C99 G98 Q99 E99  
7 6 1 .BO.CC.BODDPAAO..PQQQG.PEFFG..EHH... P99 H97 D99 G99 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG.P..QQQPE..FFPE..HH. F98 Q97 H99 G97 Q99 E99  
7 6 1 .BO.CC.BOGDDAAOG.P.QQQ.PE.FF.PEHH... H97 F99 Q98 G97 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO..PEQQQ.PE.FF.PHH.... H96 E98 Q98 F99 G96 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO...E.QQQPEFF..P..HH.P E98 Q97 P99 H98 G96 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG..E.QQQPEFF..P...HHP E98 P99 Q97 H99 G97 Q99 E99  
8 7 1 .BOCC..BO.DDAAOG..QQQG.PE.FF.PEHH..P P99 C99 H97 F99 G98 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO..PE.QQQPE.FF.P..HH.. E98 H98 Q97 F99 G96 Q99 E99  
8 7 1 .BOCC..BOGDDAAOG..QQQ..PE..FFPEHH..P P99 F98 C99 H97 G97 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO....QQQ.PE..FFPE..HHP P99 F98 H99 Q98 G96 Q99 E99  
8 7 1 .BOCC..BOGDDAAOG.P.QQQ.PE..FFPE..HH. H99 C99 F98 Q98 G97 Q99 E99  
8 7 1 .BOCC..BO.DDAAO..P..QQQPEFFG.PEHHG.. Q97 G94 C99 H97 G97 Q99 E99  
8 7 1 .BOCC..BOGDDAAOG.PEQQQ.PE.FF.P....HH E98 C99 F99 Q98 G97 Q99 E99  
8 7 1 .BOCC..BODD.AAO...QQQG.PEFFG.PE.HH.P D99 P99 H98 C99 G99 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG.PEQQQ.PE.FF.PHH.... H96 E98 F99 Q98 G97 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO..PE.QQQPE..FFP.HH... E98 F98 H97 Q97 G96 Q99 E99  
8 7 1 .BO.CC.BODD.AAO..P..QQQPEFFG.PEHHG.. Q97 G96 H97 D99 G98 Q99 E99  
8 7 1 .BO.CC.BODD.AAOG..QQQG.PE.FF.PE..HHP D99 F99 P99 H99 G98 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG.PEQQQ.PE..FFP.HH... E98 H97 F98 Q98 G97 Q99 E99  
8 7 1 .BOCC..BOGDDAAOG.PEQQQ.PE..FFP....HH E98 C99 F98 Q98 G97 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO..PE.QQQPE..FFPHH.... F98 H96 E98 Q97 G96 Q99 E99  
8 7 1 .BOCC..BODD.AAO...QQQG.PEFFG.PEHH..P P99 D99 H97 C99 G99 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG.PEQQQ.PE..FFP...HH. E98 F98 H99 Q98 G97 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG...QQQ.PE.FF.PE..HHP P99 F99 H99 Q98 G97 Q99 E99  
8 7 1 .BOCC..BOGDDAAOG.PEQQQ.PEFF..P...HH. E98 C99 H99 Q98 G97 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG...QQQ.PE..FFPE.HH.P P99 F98 H98 Q98 G97 Q99 E99  
8 7 1 .BO.CC.BODD.AAOG..QQQG.PE..FFPE..HHP D99 P99 F98 H99 G98 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG..EQQQ.PEFF..P...HHP E98 P99 H99 Q98 G97 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG.PEQQQ.PE..FFP..HH.. E98 F98 H98 Q98 G97 Q99 E99  
8 7 1 .BCC.P.BODDPAAO..P..OQQQEFFG..E..GHH E99 C98 O99 Q98 P98 D99 C99  
8 7 1 .BO.CC.BOGDDAAOG.PEQQQ.PE..FFPHH.... H96 E98 F98 Q98 G97 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO..PE.QQQPE.FF.P.HH... E98 H97 Q97 F99 G96 Q99 E99  
8 7 1 .BOCC..BOGDDAAOG.PEQQQ.PEFF..P..HH.. C99 E98 H98 Q98 G97 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG..EQQQ.PEFF..P..HH.P P99 E98 H98 Q98 G97 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG...QQQ.PE.FF.PE.HH.P P99 F99 H98 Q98 G97 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO.....QQQPE.FF.PEHH..P P99 H97 Q97 F99 G96 Q99 E99  
8 7 1 .BOCC..BOGDDAAOG...QQQ.PEFF..PE.HH.P C99 P99 H98 Q98 G97 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO..PE.QQQPE.FF.P...HH. E98 H99 Q97 F99 G96 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO.....QQQPE.FF.PE..HHP P99 H99 Q97 F99 G96 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG.PE.QQQPE..FFP..HH.. F98 E98 Q97 H98 G97 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG..EQQQ.PEFF..PHH...P P99 H96 E98 Q98 G97 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG...QQQ.PE.FF.PEHH..P F99 P99 H97 Q98 G97 Q99 E99  
8 7 1 .BO.CC.BODD.AAOG..QQQG.PE.FF.PEHH..P D99 P99 H97 F99 G98 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO...EQQQ.PEFF..P..HH.P E98 Q98 P99 H98 G96 Q99 E99  
8 7 1 .BOCC..BO.DDAAOG..QQQG.PE..FFPE.HH.P P99 F98 H98 C99 G98 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO....QQQ.PE..FFPE.HH.P F98 Q98 P99 H98 G96 Q99 E99  
8 7 1 .BOCC..BODD.AAOG.PQQQG.PE.FF.PE.HH.. H98 F99 C99 D99 G98 Q99 E99  
8 7 1 .BOCCP.BODDPAAOG.PQQQG..E.FF..E...HH P98 F99 C99 D99 G98 Q99 E99  
8 7 1 .BO.CC.BODD.AAOG..QQQG.PE..FFPE.HH.P P99 F98 H98 D99 G98 Q99 E99  
8 7 1 .BOCC..BODD.AAOG.PQQQG.PE.FF.PE..HH. H99 F99 C99 D99 G98 Q99 E99  
8 7 1 .BOCC..BOGDDAAOG.PEQQQ.PEFF..PHH.... H96 E98 C99 Q98 G97 Q99 E99  
8 7 1 .BOCC..BOGDDAAOG.PEQQQ.PEFF..P.HH... H97 E98 C99 Q98 G97 Q99 E99  
8 7 1 .BOCC..BODD.AAOG..QQQG.PEFF..PE..HHP C99 D99 P99 H99 G98 Q99 E99  
8 7 1 .BO.CC.BODDPAAOG.PQQQG.PE..FF.E..HH. P99 D99 F98 H99 G98 Q99 E99  
8 7 1 .BO.CC.BODDPAAOG.PQQQG.PE..FF.E.HH.. P99 F98 H98 D99 G98 Q99 E99  
8 7 1 .BOCC..BODD.AAOG..QQQG.PEFF..PEHH..P D99 P99 H97 C99 G98 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG..EQQQ.PEFF..P.HH..P E98 P99 H97 Q98 G97 Q99 E99  
8 7 1 .BOCC..BODD.AAOG.PQQQG.PE..FFPE..HH. C99 D99 F98 H99 G98 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO...E.QQQPEFF..P.HH..P P99 H97 E98 Q97 G96 Q99 E99  
8 7 1 .BOCC..BO.DDAAOG..QQQG.PE..FFPEHH..P P99 H97 F98 C99 G98 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO..PE.QQQPE..FFP..HH.. F98 H98 E98 Q97 G96 Q99 E99  
8 7 1 .BO.CC.BO.DDAAO..PE.QQQPEFFG.P.HHG.. E98 Q97 G94 H97 G97 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO...E.QQQPEFF..P...HHP P99 H99 E98 Q97 G96 Q99 E99  
8 7 1 .BO.CC.BODDPAAOG.PQQQG.PE..FF.EHH... H97 P99 F98 D99 G98 Q99 E99  
8 7 1 .BOGCC.BOGDDAAO..PE.QQQPE..FFP...HH. F98 H99 E98 Q97 G96 Q99 E99  
8 7 1 .BO.CC.BODDPAAOG.PQQQG.PE.FF..E..HH. P99 F99 H99 D99 G98 Q99 E99  
8 7 1 .BOCC..BOGDDAAOG.P..QQQPE..FFPEHH... F98 Q97 C99 H97 G97 Q99 E99  
8 7 1 .BO.CC.BO.DDAAO.....QQQPEFFG.PEHHG.P P99 Q97 G94 H97 G97 Q99 E99  
8 7 1 .BOCC..BODD.AAOG.PQQQG.PE..FFPEHH... D99 H97 F98 C99 G98 Q99 E99  
8 7 1 .BO.CC.BODDPAAO..PQQQ..PE..GFFE..GHH G96 F97 P99 D99 G98 Q99 E99  
8 7 1 .BO.CC.BODDPAAO..PQQQG.PE..GFFE...HH G97 F97 P99 D99 G98 Q99 E99  
8 7 1 .BO.CC.BODD.AAOG..QQQG.PE..FFPEHH..P D99 F98 P99 H97 G98 Q99 E99  
8 7 1 .BOCC..BODDPAAO..PQQQG.PEFFG..E..HH. H99 G99 C99 Q99 E99 P99 D99  
8 7 1 .BOCC..BODDPAAO..PQQQG.PEFFG..EHH... P99 D99 H97 C99 G99 Q99 E99  
8 7 1 .BO.CC.BOGDDAAOG.PE.QQQPE.FF.P..HH.. F99 E98 Q97 H98 G97 Q99 E99  
