0 0 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..G..RRR  
1 1 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..G..RRR B99  
1 1 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..G..RRR O99  
1 1 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..G..RRR A99  
1 1 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..GRRR.. R98  
1 1 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PG..RRR P99  
1 1 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..G..RRR D99  
1 1 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..G..RRR P99  
1 1 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.G..RRR O99  
1 1 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..G.RRR. R99  
1 1 0 BB.C..DD.COP.AAQOPEE.QOPG.FQ..G.FRRR F99  
2 2 0 .BBC..DD.COPAA.QOPEEFQOPG.FQ..G..RRR A99 B99  
2 2 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..GRRR.. R98 B99  
2 2 0 BB.C..DD.COPAA.QOPEE.QOPG.FQ..G.FRRR F99 A99  
2 2 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..GRRR.. R98 A99  
2 2 0 BB.C..DD.CO..AAQO.EEFQOPG.FQ.PG.RRRP P98 R99  
2 2 0 BB.C..DD.COP.AAQOP.EEQOPG.FQ..G.FRRR E99 F99  
2 2 0 BBFC..DDFCOPAA.QOPEE.QOPG..Q..G..RRR F97 A99  
2 2 0 .BBC..DD.CO..AAQOPEEFQOPG.FQ.PG..RRR P99 B99  
2 2 0 BB.C..DDFCOPAAFQOPEE.QOPG..Q..G..RRR F98 A99  
2 2 0 BB.C..DD.COPAAFQOPEEFQOPG..Q..G..RRR F99 A99  
2 2 0 .BBC.PDD.COP.AAQOPEEFQO.G.FQ..G..RRR P99 B99  
2 2 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..GRRR.. R98 O99  
2 2 0 BB.C..DD.CO.AA.QOPEEFQOPG.FQ.PG..RRR P99 A99  
2 2 0 BB.C.PDD.COPAA.QOPEEFQO.G.FQ..G..RRR P99 A99  
2 2 0 .BBC..DD.C.P.AAQOPEEFQOPG.FQO.G..RRR O99 B99  
2 2 0 BB.C..DD.C.PAA.QOPEEFQOPG.FQO.G..RRR O99 A99  
2 2 0 BB.C...DDCOPAA.QOPEEFQOPG.FQ..G..RRR D99 A99  
2 2 0 .BBCO.DD.COP.AAQOPEEFQ.PG.FQ..G..RRR O99 B99  
2 2 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..G.RRR. R99 O99  
2 2 0 BB.C..DD.CO..AAQO.EEFQOPG.FQ.PGRRR.P P98 R98  
2 2 0 BB.C..DD.C.P.AAQOPEE.QOPG.FQO.G.FRRR F99 O99  
2 2 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.G.RRR. R99 O99  
2 2 0 BB.CO.DD.COP.AAQOPEE.Q.PG.FQ..G.FRRR F99 O99  
2 2 0 BB.C.PDD.COP.AAQOPEE.QO.G.FQ..G.FRRR F99 P99  
2 2 0 BB.C.PDD.C.P.AAQOPEEFQO.G.FQO.G..RRR O99 P99  
2 2 0 .BBC...DDCOP.AAQOPEEFQOPG.FQ..G..RRR D99 B99  
2 2 0 BB.CO.DD.COPAA.QOPEEFQ.PG.FQ..G..RRR A99 O99  
2 2 0 BB.C...DDCOP.AAQOPEE.QOPG.FQ..G.FRRR F99 D99  
2 2 0 BB.C.P.DDCOP.AAQOPEEFQO.G.FQ..G..RRR P99 D99  
2 2 0 BB.CO.DD.CO..AAQOPEEFQ.PG.FQ.PG..RRR P99 O99  
2 2 0 BB.C...DDC.P.AAQOPEEFQOPG.FQO.G..RRR O99 D99  
2 2 0 BB.C..DD.CO..AAQOPEE.QOPG.FQ.PG.FRRR F99 P99  
2 2 0 BB.COPDD.COP.AAQOPEEFQ..G.FQ..G..RRR P99 O99  
2 2 0 BB.C..DD.C...AAQOPEEFQOPG.FQOPG..RRR O99 P99  
2 2 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PG.RRR. R99 P99  
2 2 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..G.RRR. R99 P99  
2 2 0 BB.C...DDCO..AAQOPEEFQOPG.FQ.PG..RRR D99 P99  
2 2 0 BB.CO..DDCOP.AAQOPEEFQ.PG.FQ..G..RRR D99 O99  
2 2 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PGRRR.. P99 R98  
2 2 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..GRRR.. P99 R98  
2 2 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..G.RRR. R99 B99  
2 2 0 BB.C..DD.C.P.AAQ.PEEFQOPG.FQO.GRRRO. O98 R98  
2 2 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..G.RRR. R99 D99  
2 2 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.GRRR.. O99 R98  
2 2 0 .BBC..DD.COP.AAQOPEE.QOPG.FQ..G.FRRR F99 B99  
2 2 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..GRRR.. D99 R98  
2 2 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..G.RRR. R99 A99  
6 6 0 .BBCOPDDFCOPAAFQOP.EEQ..G..Q..G..RRR B99 E99 F98 O99 P99 A99  
6 6 0 BBFC.PDDFC.P.AAQOPEE.QO.G..QO.G.RRR. O99 A98 F97 R99 P99 A99  
6 6 0 .BBCO..DDCO.AA.QOPEEFQ.PG.FQ.PG.RRR. A99 D99 O99 R99 P99 B99  
6 6 0 BB.COPDDFCOPAAFQOP.EEQ..G..Q..G.RRR. R99 E99 F98 O99 P99 A99  
6 6 0 .BBCOPDD.COPAAFQOPEEFQ..G..Q..GRRR.. R98 B99 F99 O99 P99 A99  
6 6 0 BB.C..DDFC.PAAFQOPGEEQOPG..QO...RRR. O99 G99 E99 R99 F98 A99  
6 6 0 BBFC.PDDFC.P.AAQOP.EEQO.G..QO.G..RRR E99 A98 F97 O99 P99 A99  
6 6 0 .BBC.PDDFC.PAAFQOP.EEQO.G..QO.G..RRR B99 E99 F98 O99 P99 A99  
6 6 0 BB.CO..DDCO.GAAQOPGEEQ.P..FQ.P..FRRR P99 D99 O99 G98 E99 F99  
6 6 0 .BBC...DDC.PAA.QOP.EEQOPG.FQO.G.FRRR E99 D99 A99 F99 O99 B99  
6 6 0 BB.CO.DDFCOPAAFQOPGEEQ.PG..Q....RRR. O99 G99 E99 R99 F98 A99  
6 6 0 .BBC.P.DDCOPGAAQOPGEEQO...FQ....FRRR D99 G98 E99 F99 P99 B99  
6 6 0 .BBC.PDD.C.PAAFQOPEEFQO.G..QO.G.RRR. R99 B99 F99 O99 P99 A99  
6 6 0 .BBC.PDD.C.PAAFQOPEEFQO.G..QO.GRRR.. R98 B99 F99 O99 P99 A99  
6 6 0 .BBC..DD.C..AAFQO.EEFQOPG..QOPGRRR.P B99 P98 R98 O99 F99 A99  
6 6 0 BB.C..DDFCOPAAF.OPGEEQOPG..Q..RRRQ.. Q99 R97 G99 E99 F98 A99  
6 6 0 .BBCO.DD.CO.AAFQO.EEFQ.PG..Q.PGRRR.P P98 R98 O99 F99 A99 B99  
6 6 0 BB.C..DDFCO.AAFQO.GEEQOPG..Q.PRRR..P P98 R97 G99 E99 F98 A99  
6 6 0 BB.C..DDFC.PAAFQOPGEEQOPG..QO.RRR... O99 R97 G99 E99 F98 A99  
6 6 0 BB.CO.DDFCOPAAFQOPGEEQ.PG..Q..RRR... O99 R97 G99 E99 F98 A99  
6 6 0 .BBCOPDD.COPAAFQOPEEFQ..G..Q..G.RRR. R99 B99 F99 O99 P99 A99  
6 6 0 .BBC.P.DDC.PAA.QOPEE.QO.G.FQO.G.FRRR O99 F99 B99 D99 P99 A99  
6 6 0 BBFC..DDFC...AAQ..EE.QOPG..QOPGRRROP A98 O98 P98 F97 R98 A99  
6 6 0 BBFCO.DDFCO.AA.QO..EEQ.PG..Q.PGRRR.P E99 F97 A99 P98 R98 O99  
6 6 0 BBFC.PDDFC.P.AAQ.PEE.QO.G..QO.GRRRO. A98 O98 P99 F97 R98 A99  
6 6 0 .BBCO.DDFCOPAAFQOPGEEQ.PG..Q.....RRR O99 G99 E99 F98 A99 B99  
6 6 0 .BBC.P.DDCOPAAFQOPEEFQO.G..Q..GRRR.. B99 F99 R98 D99 P99 A99  
6 6 0 BBFC..DDFC..AA.Q...EEQOPG..QOPGRRROP E99 O98 P98 F97 R98 A99  
6 6 0 BBFCO.DDFCO..AAQO.EE.Q.PG..Q.PG.RRRP O99 A98 F97 A99 P98 R99  
6 6 0 BB.CO.DDFCO.AAFQO..EEQ.PG..Q.PG.RRRP O99 E99 F98 A99 P98 R99  
6 6 0 BBFC..DDFCO..AAQOP.EEQOPG..Q.PG.RRR. E99 A98 F97 R99 P99 A99  
6 6 0 BBFC..DDFC...AAQ.PEE.QOPG..QOPGRRRO. A98 O98 P99 F97 R98 A99  
6 6 0 .BBCO..DDCO.AAFQOPEEFQ.PG..Q.PG..RRR D99 B99 F99 O99 P99 A99  
6 6 0 BB.CO.DDFCO.AAFQOPGEEQ.PG..Q.P...RRR G99 E99 F98 O99 P99 A99  
6 6 0 BBFC..DDFC..AA.Q.P.EEQOPG..QOPGRRRO. E99 O98 P99 F97 R98 A99  
6 6 0 BBFC..DDFC..AA.QOP.EEQOPG..QOPGRRR.. E99 F97 R98 O99 P99 A99  
6 6 0 BBFCO.DDFCO.AA.QOP.EEQ.PG..Q.PG.RRR. E99 F97 R99 O99 P99 A99  
6 6 0 BB.C...DDC..AAFQ..EEFQOPG..QOPGRRROP P98 O98 R98 D99 F99 A99  
6 6 0 BB.C..DDFC..AAFQ...EEQOPG..QOPGRRROP O98 P98 R98 E99 F98 A99  
6 6 0 BBFC..DDFCOP.AAQOPGEEQOPG..Q..RRR... A98 R97 G99 E99 F97 A99  
6 6 0 BB.CO.GDDCOPGAAQOPEE.Q.P..FQ....FRRR E98 G97 D99 O99 E99 F99  
6 6 0 BB.COP.DDCOPAA.QOP.EEQ..G.FQ..G.FRRR E99 F99 P99 O99 D99 A99  
6 6 0 GBBC..GDDCO..AAQOP.EEQOP..FQ.P..FRRR G96 E99 D99 F99 P99 B99  
6 6 0 .BBC...DDC..AA.QOPEE.QOPG.FQOPG.FRRR F99 O99 B99 D99 P99 A99  
6 6 0 .BBC.P.DDC.PAA.Q.PEEFQO.G.FQO.GRRRO. D99 A99 O98 P99 R98 B99  
6 6 0 BB.C..DDFC..AAFQ.P.EEQOPG..QOPGRRRO. E99 O98 R98 P99 F98 A99  
6 6 0 .BBCO.DDFCO.AAFQOPEE.Q.PG..Q.PG.RRR. P99 F98 O99 R99 A99 B99  
6 6 0 BBFCO.DDFCO.AA.QOP.EEQ.PG..Q.PGRRR.. E99 F97 R98 O99 P99 A99  
6 6 0 BB.C...DDC...AAQOPGEEQOPG.FQOP..FRRR P99 G99 D99 O99 E99 F99  
6 6 0 BBFC..DDFCOPAA..OPGEEQOPG..Q..RRRQ.. Q99 R97 G99 E99 F97 A99  
6 6 0 .BBC...DDC.PAAFQOPEEFQOPG..QO.GRRR.. B99 F99 R98 D99 O99 A99  
6 6 0 BBFC..DDFC.PAA.Q.PGEEQOPG..QO..RRRO. O98 G99 E99 F97 R98 A99  
6 6 0 .BBC...DDC...AAQOP.EEQOPG.FQOPG.FRRR E99 F99 P99 D99 O99 B99  
6 6 0 BBFCO.DDFCOPAA.QOPGEEQ.PG..Q...RRR.. O99 G99 E99 F97 R98 A99  
6 6 0 BB.CO..DDCO.AAFQOPEEFQ.PG..Q.PG.RRR. P99 F99 A99 D99 R99 O99  
6 6 0 BB.CO..DDCO..AAQOPGEEQ.PG.FQ.P..FRRR G99 P99 D99 O99 E99 F99  
6 6 0 BB.CO.GDDCO.GAAQOP.EEQ.P..FQ.P..FRRR P99 G97 D99 O99 E99 F99  
6 6 0 .BBC..DD.C...AAQOPGEEQOPG.FQOP..FRRR B99 G99 E99 P99 F99 O99  
6 6 0 .BBCO..DDCOPAAFQOPEEFQ.PG..Q..G.RRR. B99 F99 A99 D99 R99 O99  
6 6 0 .BBC.PDDFC.PAAFQOPEE.QO.G..QO.GRRR.. O99 P99 F98 R98 A99 B99  
6 6 0 BB.COPGDDCOPGAAQOP.EEQ....FQ....FRRR P99 G97 D99 O99 E99 F99  
6 6 0 .BBC..DDFC..AAFQOPEE.QOPG..QOPGRRR.. O99 P99 F98 R98 A99 B99  
6 6 0 .BBCO.DDFCO.AAFQO.EE.Q.PG..Q.PGRRR.P O99 P98 F98 R98 A99 B99  
6 6 0 BB.C..GDDC..GAAQOP.EEQOP..FQOP..FRRR G97 D99 E99 P99 F99 O99  
6 6 0 BBFC..DDFC.PAA.Q.PGEEQOPG..QO.RRR.O. O98 R97 G99 E99 F97 A99  
6 6 0 BBFC..DDFCOP.AAQOPGEEQOPG..Q...RRR.. G99 E99 R98 A98 F97 A99  
6 6 0 BBFC..DDFCO..AAQOP.EEQOPG..Q.PGRRR.. P99 E99 R98 A98 F97 A99  
6 6 0 BBFC..DDFC.PAA.QOPGEEQOPG..QO.RRR... O99 R97 G99 E99 F97 A99  
6 6 0 BBFC..DDFC.P.AAQ.P.EEQOPG..QO.GRRRO. O98 E99 R98 A98 F97 A99  
6 6 0 BBFCO.DDFCOP.AAQOP.EEQ.PG..Q..GRRR.. O99 E99 R98 A98 F97 A99  
6 6 0 .BBCOP.DDCOPAA.QOPEEFQ..G.FQ..G.RRR. R99 O99 B99 D99 P99 A99  
6 6 0 BB.C..DDFC.PAAFQ.PGEEQOPG..QO.RRR.O. O98 R97 G99 E99 F98 A99  
6 6 0 BBFC..DDFCOPGAAQOPGEEQOP...Q....RRR. G98 A98 E99 R99 F97 A99  
6 6 0 BB.C.PGDDCOPGAAQOPEE.QO...FQ....FRRR E98 G97 E99 D99 F99 P99  
6 6 0 .BBCOPDDFCOPAAFQOPEE.Q..G..Q..G.RRR. O99 F98 P99 R99 A99 B99  
6 6 0 .BBC...DDCO.AAFQOPEEFQOPG..Q.PGRRR.. B99 F99 R98 D99 P99 A99  
6 6 0 BBFC..DDFC...AAQO.EE.QOPG..QOPG.RRRP O99 A98 F97 A99 P98 R99  
6 6 0 BB.C.P.DDCOPAA.QOPGEEQO.G.FQ....FRRR D99 P99 G99 E99 F99 A99  
6 6 0 BB.C..DDFC..AAFQOP.EEQOPG..QOPG.RRR. O99 E99 P99 R99 F98 A99  
6 6 0 BBFC.PDDFCOPGAAQOPGEEQO....Q.....RRR G98 A98 P99 E99 F97 A99  
6 6 0 BBFC..DDFC.P.AAQOP.EEQOPG..QO.G.RRR. O99 A98 E99 R99 F97 A99  
6 6 0 .BBC..DDFCO.AAFQOP.EEQOPG..Q.PG.RRR. B99 E99 P99 R99 F98 A99  
6 6 0 BB.COP.DDCOPAAFQOPEEFQ..G..Q..GRRR.. P99 F99 R98 O99 D99 A99  
6 6 0 BBFCO.DDFCOP.AAQOP.EEQ.PG..Q..G.RRR. O99 A98 E99 R99 F97 A99  
6 6 0 BB.CO.DD.CO.AA.QOPGEEQ.PG.FQ.P..FRRR O99 P99 G99 E99 F99 A99  
6 6 0 .BBC..DD.CO.AA.QOPGEEQOPG.FQ.P..FRRR B99 P99 G99 E99 F99 A99  
6 6 0 .BBC..GDDCOPGAAQOPEE.QOP..FQ....FRRR E98 G97 E99 F99 D99 B99  
6 6 0 BBFCOPDDFCOPAA.QOP.EEQ..G..Q..GRRR.. E99 R98 F97 O99 P99 A99  
6 6 0 .BBC..GDDC.PGAAQOP.EEQOP..FQO...FRRR O99 G97 E99 F99 D99 B99  
6 6 0 .BBCO.DD.CO.GAAQOPGEEQ.P..FQ.P..FRRR O99 B99 P99 G98 E99 F99  
6 6 0 .BBC...DDC..AA.QO.EEFQOPG.FQOPGRRR.P O99 A99 D99 P98 R98 B99  
6 6 0 .BBC...DDCO..AAQOPGEEQOPG.FQ.P..FRRR P99 G99 E99 F99 D99 B99  
6 6 0 BB.C.PDDFCOPAAFQOPGEEQO.G..Q....RRR. R99 P99 G99 E99 F98 A99  
6 6 0 BB.COPDDFCOPAAFQOPGEEQ..G..Q.....RRR O99 P99 G99 E99 F98 A99  
6 6 0 .BBC.PGDDCOPGAAQOP.EEQO...FQ....FRRR B99 G97 E99 D99 F99 P99  
6 6 0 BBFCO.DDFCO.AA.QOPGEEQ.PG..Q.P...RRR G99 E99 F97 O99 P99 A99  
6 6 0 .BBC..DD.C..AAFQOPEEFQOPG..QOPGRRR.. B99 F99 R98 O99 P99 A99  
6 6 0 .BBC...DDC..AA.Q..EEFQOPG.FQOPGRRROP D99 A99 O98 P98 R98 B99  
6 6 0 BBFCO.DDFCO.AA.QO..EEQ.PG..Q.PG.RRRP P98 O99 E99 R99 F97 A99  
6 6 0 .BBC...DDCO.AAFQOPEEFQOPG..Q.PG.RRR. D99 F99 P99 R99 A99 B99  
6 6 0 .BBCO..DDCO.AA.QOPEEFQ.PG.FQ.PGRRR.. P99 B99 R98 O99 D99 A99  
6 6 0 BBFCO.DDFCOP.AAQOPGEEQ.PG..Q.....RRR O99 A98 G99 E99 F97 A99  
6 6 0 BB.CO.DDFCO.AAFQO..EEQ.PG..Q.PGRRR.P E99 F98 A99 P98 R98 O99  
6 6 0 GBBC.PGDDCOP.AAQOP.EEQO...FQ....FRRR G96 D99 E99 F99 P99 B99  
6 6 0 .BBCOP.DDCOPAAFQOPEEFQ..G..Q..G..RRR D99 B99 F99 O99 P99 A99  
6 6 0 .BBC...DDCO.AA.QOP.EEQOPG.FQ.PG.FRRR B99 E99 P99 D99 F99 A99  
6 6 0 BB.C.P.DDC.P.AAQOPGEEQO.G.FQO...FRRR D99 G99 E99 P99 F99 O99  
6 6 0 .BBC..DDFCO.AAFQO..EEQOPG..Q.PGRRR.P P98 E99 F98 R98 A99 B99  
6 6 0 BB.C..DDFC..AAFQO..EEQOPG..QOPG.RRRP O99 E99 F98 A99 P98 R99  
6 6 0 .BBC.PDDFCOPAAFQOP.EEQO.G..Q..GRRR.. P99 E99 F98 R98 A99 B99  
6 6 0 .BBC..DDFC.PAAFQOP.EEQOPG..QO.GRRR.. O99 E99 F98 R98 A99 B99  
6 6 0 .BBCOP.DDCOP.AAQOP.EEQ..G.FQ..G.FRRR O99 D99 E99 F99 P99 B99  
6 6 0 .BBCOPDD.COP.AAQOPGEEQ..G.FQ....FRRR O99 G99 E99 F99 P99 B99  
6 6 0 BB.C..GDDCOPGAAQOPEEFQOP..FQ.....RRR F98 E98 G97 D99 E99 F99  
6 6 0 BB.C..DDFCO.AAFQO.GEEQOPG..Q.P.RRR.P P98 G99 R98 E99 F98 A99  
6 6 0 BBFC..DDFC...AAQO.EE.QOPG..QOPGRRR.P A98 O99 P98 F97 R98 A99  
6 6 0 .BBCO.DDFCO.AAFQOP.EEQ.PG..Q.PG..RRR B99 E99 F98 O99 P99 A99  
6 6 0 .BBC...DDC..AAFQOPEEFQOPG..QOPG..RRR F99 O99 B99 D99 P99 A99  
6 6 0 .BBCOP.DDCOPAA.QOPEE.Q..G.FQ..G.FRRR O99 F99 B99 D99 P99 A99  
6 6 0 .BBCO..DDCO.AA.QO.EEFQ.PG.FQ.PG.RRRP A99 D99 P98 R99 O99 B99  
6 6 0 .BBC...DDC..AA.Q.PEEFQOPG.FQOPGRRRO. D99 A99 O98 P99 R98 B99  
6 6 0 .BBCO.DDFCO.AAFQO.EE.Q.PG..Q.PG.RRRP P98 F98 O99 R99 A99 B99  
6 6 0 BBFC.PDDFCOPAA.QOPGEEQO.G..Q..RRR... P99 R97 G99 E99 F97 A99  
6 6 0 .BBC...DDC.P.AAQOPGEEQOPG.FQO...FRRR B99 G99 D99 O99 E99 F99  
6 6 0 BBFC.PDDFCOPAA.QOPGEEQO.G..Q...RRR.. P99 G99 E99 F97 R98 A99  
6 6 0 BBFC..DDFCO.AA.QOPGEEQOPG..Q.P..RRR. G99 E99 F97 R99 P99 A99  
6 6 0 BB.COP.DDCOPAAFQOPEEFQ..G..Q..G.RRR. P99 F99 A99 D99 R99 O99  
6 6 0 .BBCO..DDCOPAA.QOP.EEQ.PG.FQ..G.FRRR A99 D99 E99 F99 O99 B99  
6 6 0 GBBCO.GDDCOP.AAQOP.EEQ.P..FQ....FRRR G96 D99 E99 F99 O99 B99  
6 6 0 .BBCO..DDCO..AAQOP.EEQ.PG.FQ.PG.FRRR B99 P99 D99 O99 E99 F99  
6 6 0 BBFC.PDDFC.PAA.QOPGEEQO.G..QO....RRR G99 E99 F97 O99 P99 A99  
6 6 0 BBFCO.DDFCO..AAQO.EE.Q.PG..Q.PGRRR.P A98 F97 A99 P98 R98 O99  
6 6 0 .BBC..DDFC..AAFQOPEE.QOPG..QOPG.RRR. P99 F98 A99 R99 O99 B99  
6 6 0 .BBCOPDDFCOPAAFQOPEE.Q..G..Q..GRRR.. O99 P99 F98 R98 A99 B99  
6 6 0 .BBCO.DDFCO.AAFQOPEE.Q.PG..Q.PGRRR.. O99 P99 F98 R98 A99 B99  
6 6 0 BBFC.PDDFC.PAA.QOP.EEQO.G..QO.G.RRR. R99 E99 F97 O99 P99 A99  
6 6 0 BBFC.PDDFCOPAA.QOPGEEQO.G..Q....RRR. G99 E99 F97 R99 P99 A99  
6 6 0 BBFC.PDDFCOP.AAQOP.EEQO.G..Q..GRRR.. P99 E99 R98 A98 F97 A99  
6 6 0 .BBC.PDDFC.PAAFQOPEE.QO.G..QO.G.RRR. O99 F98 P99 R99 A99 B99  
6 6 0 .BBC.PDD.COPAA.QOPGEEQO.G.FQ....FRRR B99 P99 G99 E99 F99 A99  
6 6 0 BB.C.PDDFC.PAAFQOPGEEQO.G..QO....RRR O99 P99 G99 E99 F98 A99  
6 6 0 BBFC..DDFCO.AA.QOPGEEQOPG..Q.PRRR... P99 R97 G99 E99 F97 A99  
6 6 0 BB.COP.DDCOP.AAQOPGEEQ..G.FQ....FRRR D99 G99 E99 P99 F99 O99  
6 6 0 BBFCO.DDFCOPAA.QOPGEEQ.PG..Q..RRR... O99 R97 G99 E99 F97 A99  
6 6 0 BBFCOPDDFCOPAA.QOPGEEQ..G..Q.....RRR P99 O99 G99 E99 F97 A99  
6 6 0 BBFC..DDFC.P.AAQOP.EEQOPG..QO.GRRR.. O99 E99 R98 A98 F97 A99  
6 6 0 .BBC...DDC..AA.QO.EEFQOPG.FQOPG.RRRP B99 D99 O99 A99 P98 R99  
6 6 0 BBFC..DDFCOP.AAQOPGEEQOPG..Q....RRR. R99 A98 G99 E99 F97 A99  
6 6 0 GBBC..GDDCOPAA.QOP.EEQOP..FQ....FRRR A99 G96 E99 F99 D99 B99  
6 6 0 .BBCO.DD.COPAA.QOPGEEQ.PG.FQ....FRRR B99 O99 G99 E99 F99 A99  
6 6 0 .BBC..DD.C.PAA.QOPGEEQOPG.FQO...FRRR B99 O99 G99 E99 F99 A99  
6 6 0 .BBC.P.DDC.PAA.QOPEEFQO.G.FQO.GRRR.. O99 B99 R98 D99 P99 A99  
6 6 0 GBBC..GDDCOP.AAQOPEE.QOP..FQ....FRRR E98 G96 E99 F99 D99 B99  
6 6 0 .BBC.P.DDCOP.AAQOPGEEQO.G.FQ....FRRR P99 G99 E99 F99 D99 B99  
6 6 0 BB.CO.DDFCO.AAFQOP.EEQ.PG..Q.PG.RRR. O99 E99 P99 R99 F98 A99  
6 6 0 .BBC.PDD.C.PAA.QOP.EEQO.G.FQO.G.FRRR B99 A99 E99 P99 F99 O99  
6 6 0 BBFC..DDFC..AA.QO..EEQOPG..QOPG.RRRP O99 E99 F97 A99 P98 R99  
6 6 0 BBFC..DDFC.PGAAQOPGEEQOP...QO....RRR G98 A98 O99 E99 F97 A99  
6 6 0 BBFCO.DDFCOPAA.QOPGEEQ.PG..Q....RRR. G99 O99 E99 R99 F97 A99  
6 6 0 BBFC..DDFCO.AA.QO.GEEQOPG..Q.P..RRRP G99 E99 F97 A99 P98 R99  
6 6 0 BB.C.PDDFCOPAAFQOPGEEQO.G..Q...RRR.. R98 P99 G99 E99 F98 A99  
6 6 0 BB.CO..DDCO.AAFQOPEEFQ.PG..Q.PGRRR.. P99 F99 R98 O99 D99 A99  
6 6 0 .BBCO.DD.CO..AAQOPGEEQ.PG.FQ.P..FRRR B99 G99 O99 P99 E99 F99  
6 6 0 .BBCO..DDCOP.AAQOPGEEQ.PG.FQ....FRRR O99 G99 E99 F99 D99 B99  
6 6 0 BB.C...DDCO.AA.QOPGEEQOPG.FQ.P..FRRR D99 P99 G99 E99 F99 A99  
6 6 0 .BBC.PDD.C.PGAAQOPGEEQO...FQO...FRRR B99 G98 E99 P99 F99 O99  
6 6 0 .BBC...DDCO.GAAQOPGEEQOP..FQ.P..FRRR D99 B99 P99 G98 E99 F99  
6 6 0 BBFC..DDFC.PAA.QOPGEEQOPG..QO..RRR.. O99 G99 E99 F97 R98 A99  
6 6 0 .BBC.PDDFCOPAAFQOPGEEQO.G..Q.....RRR B99 P99 G99 E99 F98 A99  
6 6 0 .BBC..GDDCO.GAAQOP.EEQOP..FQ.P..FRRR P99 G97 E99 F99 D99 B99  
6 6 0 .BBCO.DD.CO.AAFQOPEEFQ.PG..Q.PG.RRR. O99 F99 P99 R99 A99 B99  
6 6 0 BBFC..DDFCO..AAQOPGEEQOPG..Q.P...RRR P99 A98 G99 E99 F97 A99  
6 6 0 .BBC..DDFCO.AAFQOP.EEQOPG..Q.PGRRR.. P99 E99 F98 R98 A99 B99  
6 6 0 BBFC..DDFCO..AAQO..EEQOPG..Q.PGRRR.P P98 E99 R98 A98 F97 A99  
6 6 0 .BBC..DDFCO.AAFQO..EEQOPG..Q.PG.RRRP B99 E99 F98 A99 P98 R99  
6 6 0 .BBC.PDD.C.P.AAQOPGEEQO.G.FQO...FRRR B99 G99 E99 P99 F99 O99  
6 6 0 BB.C.P.DDC.PAAFQOPEEFQO.G..QO.GRRR.. P99 F99 R98 D99 O99 A99  
6 6 0 .BBC...DDC..AA.QOPEEFQOPG.FQOPG.RRR. R99 O99 B99 D99 P99 A99  
6 6 0 BBFC..DDFC.P.AAQOPGEEQOPG..QO....RRR O99 A98 G99 E99 F97 A99  
6 6 0 .BBCO.DD.CO.AAFQO.EEFQ.PG..Q.PG.RRRP P98 F99 O99 R99 A99 B99  
6 6 0 BBFC..DDFCO.AA.QO.GEEQOPG..Q.PRRR..P P98 R97 G99 E99 F97 A99  
6 6 0 BB.C..DDFC.PAAFQ.PGEEQOPG..QO..RRRO. O98 G99 R98 E99 F98 A99  
6 6 0 BB.C.PDDFC.PAAFQ.P.EEQO.G..QO.GRRRO. E99 O98 R98 P99 F98 A99  
6 6 0 .BBC...DDC.PAAFQOPEEFQOPG..QO.G.RRR. O99 F99 D99 R99 A99 B99  
6 6 0 BBFC.PDDFCOP.AAQOPGEEQO.G..Q.....RRR P99 A98 G99 E99 F97 A99  
6 6 0 BB.C..GDDCO.GAAQOPEE.QOP..FQ.P..FRRR E98 G97 E99 P99 F99 D99  
6 6 0 BBFCO.DDFCOPGAAQOPGEEQ.P...Q.....RRR G98 A98 O99 E99 F97 A99  
6 6 0 BBFC..DDFC..AA.QO..EEQOPG..QOPGRRR.P E99 O99 P98 F97 R98 A99  
6 6 0 .BBC..DD.C..AAFQ..EEFQOPG..QOPGRRROP F99 A99 O98 P98 R98 B99  
6 6 0 .BBCO..DDCO.AA.QO.EEFQ.PG.FQ.PGRRR.P P98 B99 R98 O99 D99 A99  
6 6 0 .BBCOP.DDCOPAA.QOPEEFQ..G.FQ..GRRR.. P99 B99 R98 O99 D99 A99  
