0 0 0 .BCCDE.B.FDE.AAF.G..HH.G...I.....I..  
1 1 0 .BCC.E.B.FDE.AAFDG..HH.G...I.....I.. D99  
1 1 0 .BCC.E.B.F.E.AAF.G..HHDG...ID....I.. D97  
1 1 0 .BCCDE.B.FDE.AAF....HH.....I.G...I.G G98  
1 1 0 .BCCDE.B.FDE.AAF.GHH...G...I.....I.. H98  
1 1 0 .BCCDE.B.FDE.AAF....HH.G...I.G...I.. G99  
1 1 0 .BCC.E.B.F.E.AAFDG..HHDG...I.....I.. D98  
1 1 0 .BCCDE.B.FDEAA.F.G..HH.G...I.....I.. A99  
1 1 0 .BCC.E.B.F.E.AAF.G..HH.G...ID....ID. D96  
1 1 0 .BCCDE.B.FDE.AAF.G.HH..G...I.....I.. H99  
1 1 0 .BCCDE.B.FDE.AAF.G...HHG...I.....I.. H99  
2 2 0 .BCC.E.B.FDE.AAFDG.HH..G...I.....I.. H99 D99  
2 2 0 .BCC.E.B.FDE.AAFDGHH...G...I.....I.. H98 D99  
2 2 0 .BCCDE.B.FDE.AAF..HH.......I.G...I.G H98 G98  
2 2 0 .BCCDE.B..DE.AAF.GHH.F.G...I.....I.. F99 H98  
2 2 0 .BCCDE.B.FDE.AAF.G.HHI.G...I........ I99 H99  
2 2 0 .BCCDE.B..DE.AAF.G.HHF.G...I.....I.. F99 H99  
2 2 0 .BCC.E.B.F.E.AAF.GHH...G...ID....ID. D96 H98  
2 2 0 .BCC.E.B.FDE.AAFDG...HHG...I.....I.. H99 D99  
2 2 0 .BCC.E.B.F.E.AAFDGHH..DG...I.....I.. D98 H98  
2 2 0 .BCCDE.B.FDE.AAF...HH......I.G...I.G H99 G98  
2 2 0 .BCC.E.B.FDE.AAFD...HH.....I.G...I.G G98 D99  
2 2 0 .BCC.E.B.F.E.AAF.GHH..DG...ID....I.. H98 D97  
2 2 0 .BCCDE.B.FDE.AAF......HH...I.G...I.G H98 G98  
2 2 0 .BCCDE.B.FDE.AAF.....HH....I.G...I.G H99 G98  
2 2 0 .BCC.E.B.FDE.AAFD...HH.G...I.G...I.. G99 D99  
2 2 0 .BCCDE.B.FDEAA.F....HH.....I.G...I.G A99 G98  
2 2 0 .BCCD..B.FD..AAF.E..HH.E...I.G...I.G E98 G98  
2 2 0 .BCC.E.B.FDEAA.FDG..HH.G...I.....I.. A99 D99  
2 2 0 .BCCD..B.FDE.AAF.E..HH.....I.G...I.G E99 G98  
2 2 0 .BCCDE.B.FDE.AAF.GHH.I.G...I........ I99 H98  
2 2 0 .BCC.E.B.F.E.AAF.G.HH..G...ID....ID. H99 D96  
2 2 0 .BCC.E.B.F.E.AAF....HH.....IDG...IDG D96 G98  
2 2 0 .BCC.E.B.F.E.AAF.G...HHG...ID....ID. H99 D96  
2 2 0 .B.CCE.B.FDE.AAFDG..HH.G...I.....I.. C99 D99  
2 2 0 .BCC.E.B.F.E.AAFD...HHD....I.G...I.G D98 G98  
2 2 0 .B.CCE.B.F.E.AAF.G..HH.G...ID....ID. C99 D96  
2 2 0 .BCCDE.B.FDEAA.F.G...HHG...I.....I.. H99 A99  
2 2 0 .BCC.E.B.F.E.AAF.G.HH.DG...ID....I.. H99 D97  
2 2 0 .BCC.E.B.F.EAA.F.G..HH.G...ID....ID. D96 A99  
2 2 0 .BCC.E.B.F.EAA.FDG..HHDG...I.....I.. A99 D98  
2 2 0 .BCC.E.B.F.E.AAF....HHD....IDG...I.G G98 D97  
2 2 0 .BCCDE.B.FDE.AAF.....HHG...I.G...I.. H99 G99  
2 2 0 .B.CCE.B.F.E.AAFDG..HHDG...I.....I.. C99 D98  
2 2 0 .BCCDE.B.FDEAA.F.G.HH..G...I.....I.. H99 A99  
2 2 0 .BCCDE.B.FDE.AAF...HH..G...I.G...I.. H99 G99  
2 2 0 .BCC.E.B.F.E.AAF....HHDG...IDG...I.. G99 D97  
2 2 0 .BCCDE.B.FDEAA.F....HH.G...I.G...I.. A99 G99  
2 2 0 .BCCD..B.FDE.AAF.E..HH.G...I.G...I.. E99 G99  
2 2 0 .BCC.E.B.F.EAA.F.G..HHDG...ID....I.. A99 D97  
2 2 0 .BCC.E.B.F.E.AAF....HH.G...IDG...ID. D96 G99  
2 2 0 .BCC.E.B.F.E.AAFDG.HH.DG...I.....I.. H99 D98  
2 2 0 .BCC.E.B.F.E.AAFD...HHDG...I.G...I.. D98 G99  
2 2 0 .B.CCE.B.F.E.AAF.G..HHDG...ID....I.. C99 D97  
2 2 0 .BCCDE.B.FDE.AAF..HH...G...I.G...I.. G99 H98  
2 2 0 .BCCDE.B.FDEAA.F.GHH...G...I.....I.. A99 H98  
4 4 0 .BCCDE.B..DEAA.F.....FHH...I.G...I.G F99 A99 H98 G98  
4 4 0 .BCC.E.B.F.EAA.F...HH......IDG...IDG G98 A99 H99 D96  
4 4 0 .BCC.E.B.F.EAA.F...HH..G...IDG...ID. G99 A99 H99 D96  
4 4 0 .BCC.E.B..DEAA.FDGHH.F.G...I.....I.. F99 A99 H98 D99  
4 4 0 .BCC.E.B...EAA.F.G.HHF.G...ID....ID. F99 A99 H99 D96  
4 4 0 .B.CCE.B.F.E.AAF......HH...IDG...IDG H98 C99 D96 G98  
4 4 0 .B.CCE.B.FDEAA.FDGHH...G...I.....I.. C99 A99 H98 D99  
4 4 0 .BCC.E.B.FDE.AAFD....IHH...I.G.....G I99 H98 G98 D99  
4 4 0 .B.CC..B.F...AAF.E..HH.E...IDG...IDG E98 C99 D96 G98  
4 4 0 .B.CC..B.F.E.AAF.E..HH.....IDG...IDG E99 C99 D96 G98  
4 4 0 .B.CCE.B..DE.AAFDGHH.F.G...I.....I.. C99 F99 H98 D99  
4 4 0 .BCCD..B.FD..AAF.E.HHI.E...I.G.....G E98 G98 I99 H99  
4 4 0 .BCCD..B.FDE.AAF.E.HHI.....I.G.....G E99 G98 I99 H99  
4 4 0 .BCC...B.FDE.AAFDE.HH..G...I.G...I.. H99 E99 G99 D99  
4 4 0 .B.CCE.B.FDE.AAFD....HHG...I.G...I.. H99 C99 G99 D99  
4 4 0 .BCC.E.B.F.E.AAF..HH.IDG...IDG...... G99 I99 H98 D97  
4 4 0 .BCC.E.B.F.E.AAF...HHI.....IDG....DG D96 G98 I99 H99  
4 4 0 .BCC.E.B.F.E.AAF...HHID....IDG.....G D97 G98 I99 H99  
4 4 0 .B.CCE.B.FDE.AAFD..HH..G...I.G...I.. H99 C99 G99 D99  
4 4 0 .BCC.E.B.F.E.AAFD..HHID....I.G.....G D98 G98 I99 H99  
4 4 0 .BCC...B.F...AAF.E...HHE...IDG...IDG E98 H99 D96 G98  
4 4 0 .BCC...B.FDE.AAFDE...HHG...I.G...I.. H99 E99 G99 D99  
4 4 0 .BCC...B.FD..AAFDE.HH..E...I.G...I.G E98 G98 H99 D99  
4 4 0 .BCC...B.F.E.AAF.E...HH....IDG...IDG E99 H99 D96 G98  
4 4 0 .B.CCE.B.F.E.AAF.....HHG...IDG...ID. G99 C99 H99 D96  
4 4 0 .B..CC.B.FDE.AAFDE..HH.G...I.G...I.. C98 E99 G99 D99  
4 4 0 .BCC...B.F.E.AAF.EHH..D....IDG...I.G D97 E99 H98 G98  
4 4 0 .BCC...B.F.E.AAFDEHH..D....I.G...I.G D98 E99 H98 G98  
4 4 0 .B.CCE.B.F.E.AAF.GHH.IDG...ID....... C99 I99 H98 D97  
4 4 0 .BCC.E.B..DEAA.FDG.HHF.G...I.....I.. F99 A99 H99 D99  
4 4 0 .BCCD..B.FDEAA.F.E...HHG...I.G...I.. E99 G99 H99 A99  
4 4 0 .B.CCE.B.FDEAA.FDG...HHG...I.....I.. H99 C99 A99 D99  
4 4 0 .BCC...B.F.E.AAF.E.HH..G...IDG...ID. E99 G99 H99 D96  
4 4 0 .BCC...B.F..AA.F.E..HH.E...IDG...IDG E98 D96 A99 G98  
4 4 0 .BCC...B.FDE.AAFDEHH.......I.G...I.G D99 E99 H98 G98  
4 4 0 .B.CCE.B.F.EAA.F.G.HH..G...ID....ID. H99 A99 C99 D96  
4 4 0 .BCC.E.B.F.EAA.F..HH..DG...IDG...I.. A99 G99 H98 D97  
4 4 0 .B.CCE.B.F.EAA.F.G...HHG...ID....ID. H99 A99 C99 D96  
4 4 0 .B.CCE.B.F.EAA.F....HH.....IDG...IDG G98 A99 C99 D96  
4 4 0 .B.CCE.B.F.EAA.F.GHH..DG...ID....I.. C99 A99 H98 D97  
4 4 0 .BCC...B.F.E.AAF.E.HH......IDG...IDG H99 D96 E99 G98  
4 4 0 .B.CCE.B.F.EAA.F....HH.G...IDG...ID. G99 A99 C99 D96  
4 4 0 .B.CCE.B.F.E.AAF...HH.D....IDG...I.G G98 C99 H99 D97  
4 4 0 .BCC...B.FD.AA.FDE..HH.E...I.G...I.G D99 E98 A99 G98  
4 4 0 .B.CCE.B...E.AAF.G.HHFDG...ID....I.. F99 C99 H99 D97  
4 4 0 .BCCD..B..D..AAF.E.HHF.E...I.G...I.G E98 G98 F99 H99  
4 4 0 .BCC...B.F.E.AAF.E.HH.DG...IDG...I.. H99 E99 G99 D97  
4 4 0 .B.CCE.B..DE.AAFDG.HHF.G...I.....I.. C99 F99 H99 D99  
4 4 0 .B..CC.B.FDE.AAFDE..HH.....I.G...I.G C98 E99 G98 D99  
4 4 0 .BCCD..B..DE.AAF.E.HHF.....I.G...I.G E99 G98 F99 H99  
4 4 0 .BCC.E.B...E.AAF...HHF.....IDG...IDG D96 G98 F99 H99  
4 4 0 .BCC...B.F.EAA.F.E..HHDG...IDG...I.. A99 E99 G99 D97  
4 4 0 .BCC.E.B...E.AAF...HHFD....IDG...I.G D97 G98 F99 H99  
4 4 0 .BCC.E.B...E.AAFD..HHFD....I.G...I.G D98 G98 F99 H99  
4 4 0 .B.CCE.B.FDEAA.FD...HH.....I.G...I.G C99 A99 G98 D99  
4 4 0 .B.CC..B.FD..AAFDE..HH.E...I.G...I.G C99 E98 G98 D99  
4 4 0 .BCC.E.B..DE.AAFD..HHF.....I.G...I.G D99 G98 F99 H99  
4 4 0 .BCCD..B..DE.AAF.EHH.F.G...I.G...I.. E99 G99 F99 H98  
4 4 0 .B..CC.B.FD..AAFDE..HH.E...I.G...I.G C98 E98 G98 D99  
4 4 0 .BCC.E.B...E.AAF..HH.F.G...IDG...ID. D96 G99 F99 H98  
4 4 0 .BCC.E.B..DE.AAFD.HH.F.G...I.G...I.. D99 G99 F99 H98  
4 4 0 .B.CC..B.FDE.AAFDE..HH.....I.G...I.G C99 E99 G98 D99  
4 4 0 .B..CC.B.F...AAF.E..HH.E...IDG...IDG C98 D96 E98 G98  
4 4 0 .BCC.E.B.F.E.AAF.....IHH...IDG....DG I99 H98 D96 G98  
4 4 0 .BCC...B.F.E.AAF.E...HHG...IDG...ID. E99 G99 H99 D96  
4 4 0 .BCC...B.F...AAF.EHH..DE...IDG...I.G D97 E98 H98 G98  
4 4 0 .BCC...B.F...AAFDEHH..DE...I.G...I.G D98 E98 H98 G98  
4 4 0 .BCC...B.F...AAF.E.HH..E...IDG...IDG D96 E98 H99 G98  
4 4 0 .BCC...B.FD..AAFDEHH...E...I.G...I.G D99 E98 H98 G98  
4 4 0 .BCC.E.B.F.EAA.F...HH.D....IDG...I.G G98 A99 H99 D97  
4 4 0 .B..CC.B.F.E.AAF.E..HHDG...IDG...I.. C98 E99 G99 D97  
4 4 0 .BCCD..B.FDE.AAF.EHH.I.G...I.G...... E99 G99 I99 H98  
4 4 0 .BCC.E.B.F.EAA.F...HH.DG...IDG...I.. G99 A99 H99 D97  
4 4 0 .BCC.E.B...EAA.F.G.HHFDG...ID....I.. F99 A99 H99 D97  
4 4 0 .BCC...B.F.E.AAF.E....HH...IDG...IDG H98 D96 E99 G98  
4 4 0 .B.CCE.B.F.EAA.F.G.HH.DG...ID....I.. C99 A99 H99 D97  
4 4 0 .B.CCE.B.F.EAA.FDG.HH.DG...I.....I.. H99 C99 A99 D98  
4 4 0 .B.CCE.B.F.E.AAF..HH...G...IDG...ID. H98 G99 C99 D96  
4 4 0 .B.CCE.B.F.E.AAFD..HH.D....I.G...I.G C99 D98 H99 G98  
4 4 0 .BCC.E.B.F.EAA.F.....HHG...IDG...ID. A99 G99 H99 D96  
4 4 0 .B.CCE.B.F.EAA.FD...HHD....I.G...I.G G98 C99 A99 D98  
4 4 0 .BCCD..B..DE.AAF.EHH.F.....I.G...I.G E99 F99 H98 G98  
4 4 0 .B.CC..B.F.E.AAF.E..HH.G...IDG...ID. E99 G99 C99 D96  
4 4 0 .BCC.E.B...E.AAF..HH.F.....IDG...IDG D96 F99 H98 G98  
4 4 0 .BCC.E.B..DE.AAFD.HH.F.....I.G...I.G D99 F99 H98 G98  
4 4 0 .BCC.E.B.F.E.AAF...HHI.G...IDG....D. I99 G99 H99 D96  
4 4 0 .BCC.E.B...E.AAF...HHF.G...IDG...ID. F99 G99 H99 D96  
4 4 0 .BCC...B.F.EAA.FDE..HHDG...I.G...I.. E99 G99 A99 D98  
4 4 0 .B.CCE.B.F.EAA.FD...HHDG...I.G...I.. A99 G99 C99 D98  
4 4 0 .BCC...B.F.E.AAFDEHH..DG...I.G...I.. E99 G99 D98 H98  
4 4 0 .B.CC..B.F.E.AAFDE..HHDG...I.G...I.. E99 G99 C99 D98  
4 4 0 .BCCD..B.FD.AA.F.EHH...E...I.G...I.G E98 A99 H98 G98  
4 4 0 .BCC.E.B...E.AAF.....FHH...IDG...IDG F99 H98 D96 G98  
4 4 0 .B.CCE.B.FDEAA.FDG.HH..G...I.....I.. C99 A99 H99 D99  
4 4 0 .BCCDE.B.FDEAA.F...HHI.G...I.G...... I99 G99 H99 A99  
4 4 0 .B.CCE.B.F.E.AAFDG.HHIDG...I........ I99 H99 C99 D98  
4 4 0 .B.CCE.B.FDE.AAFD.....HH...I.G...I.G C99 H98 G98 D99  
4 4 0 .BCCD..B.FDEAA.F.EHH.......I.G...I.G E99 A99 H98 G98  
4 4 0 .BCC.E.B.F.EAA.F..HH.......IDG...IDG D96 A99 H98 G98  
4 4 0 .B..CC.B.F.E.AAF.E..HH.....IDG...IDG C98 D96 E99 G98  
4 4 0 .BCC.E.B.F.EAA.F..HH..D....IDG...I.G D97 A99 H98 G98  
4 4 0 .BCC.E.B.F.EAA.FD.HH..D....I.G...I.G D98 A99 H98 G98  
4 4 0 .BCC...B.F.E.AAF.EHH..DG...IDG...I.. E99 G99 H98 D97  
4 4 0 .BCC.E.B.F.EAA.FDG.HHIDG...I........ I99 H99 A99 D98  
4 4 0 .BCC.E.B.FDEAA.FD.HH.......I.G...I.G D99 A99 H98 G98  
4 4 0 .BCC.E.B.FDEAA.FDGHH.I.G...I........ A99 I99 H98 D99  
4 4 0 .BCC.E.B.F.E.AAF...HHIDG...IDG...... I99 G99 H99 D97  
4 4 0 .B.CCE.B.FDE.AAFDGHH.I.G...I........ C99 I99 H98 D99  
4 4 0 .BCC.E.B...E.AAFD.HH.FDG...I.G...I.. G99 D98 F99 H98  
4 4 0 .BCCD..B.FDEAA.F.EHH...G...I.G...I.. H98 E99 A99 G99  
4 4 0 .BCC.E.B...EAA.F.GHH.F.G...ID....ID. F99 A99 D96 H98  
4 4 0 .BCC...B.F.EAA.F.E..HH.G...IDG...ID. D96 E99 A99 G99  
4 4 0 .BCC.E.B...EAA.FDGHH.FDG...I.....I.. A99 D98 F99 H98  
4 4 0 .B.CCE.B...E.AAFDGHH.FDG...I.....I.. C99 D98 F99 H98  
4 4 0 .BCC.E.B.F.EAA.F..HH...G...IDG...ID. A99 G99 D96 H98  
4 4 0 .BCC.E.B.F.EAA.FD..HH.DG...I.G...I.. A99 D98 H99 G99  
4 4 0 .BCC.E.B...E.AAFD..HHFDG...I.G...I.. F99 D98 H99 G99  
4 4 0 .BCC...B.F.E.AAF.EHH...G...IDG...ID. E99 G99 D96 H98  
4 4 0 .BCCD..B..DE.AAF.E.HHF.G...I.G...I.. E99 G99 F99 H99  
4 4 0 .BCC...B.F.E.AAFDE.HH.DG...I.G...I.. E99 D98 H99 G99  
4 4 0 .B.CCE.B.F.E.AAFD..HH.DG...I.G...I.. C99 D98 H99 G99  
4 4 0 .B.CCE.B...E.AAF.GHH.F.G...ID....ID. F99 C99 D96 H98  
4 4 0 .B.CCE.B.F.E.AAF...HH.DG...IDG...I.. H99 C99 G99 D97  
4 4 0 .B.CCE.B.F.EAA.F....HHDG...IDG...I.. A99 C99 G99 D97  
4 4 0 .B.CCE.B...E.AAFDG.HHFDG...I.....I.. F99 H99 C99 D98  
4 4 0 .BCCD..B.FDEAA.F.E.HH..G...I.G...I.. E99 G99 H99 A99  
4 4 0 .BCC...B.FDE.AAFDE.HH......I.G...I.G E99 G98 H99 D99  
4 4 0 .B..CC.B.F.E.AAF.E..HH.G...IDG...ID. C98 D96 E99 G99  
4 4 0 .B.CC..B.F.E.AAF.E..HHDG...IDG...I.. E99 C99 G99 D97  
4 4 0 .BCC.E.B.FDEAA.FD..HH..G...I.G...I.. H99 A99 G99 D99  
4 4 0 .BCCDE.B..DEAA.F...HHF.G...I.G...I.. F99 G99 H99 A99  
4 4 0 .BCC.E.B.FDEAA.FD....HHG...I.G...I.. H99 A99 G99 D99  
4 4 0 .BCC...B.FDEAA.FDE..HH.G...I.G...I.. E99 A99 G99 D99  
4 4 0 .BCC.E.B...EAA.FDG.HHFDG...I.....I.. F99 H99 A99 D98  
4 4 0 .BCCD..B.FDE.AAF.E.HHI.G...I.G...... I99 E99 H99 G99  
4 4 0 .B.CCE.B.FDEAA.FD...HH.G...I.G...I.. C99 A99 G99 D99  
4 4 0 .BCC.E.B.F.EAA.F.GHH.I.G...ID.....D. A99 I99 D96 H98  
4 4 0 .BCC.E.B...E.AAF...HHFDG...IDG...I.. F99 G99 H99 D97  
4 4 0 .B.CCE.B.F.E.AAF.GHH.I.G...ID.....D. C99 I99 D96 H98  
4 4 0 .BCC.E.B...E.AAF..HH.FDG...IDG...I.. G99 D97 F99 H98  
4 4 0 .B..CC.B.F.E.AAFDE..HHDG...I.G...I.. C98 D98 E99 G99  
4 4 0 .B.CC..B.FDE.AAFDE..HH.G...I.G...I.. C99 E99 G99 D99  
4 4 0 .BCC...B.FDE.AAFDE....HH...I.G...I.G E99 H98 G98 D99  
4 4 0 .BCC.E.B...EAA.F.GHH.FDG...ID....I.. A99 D97 F99 H98  
4 4 0 .B.CCE.B...E.AAF.GHH.FDG...ID....I.. C99 D97 F99 H98  
4 4 0 .B.CCE.B.FDE.AAFD..HH......I.G...I.G C99 G98 H99 D99  
4 4 0 .BCCD..B.FD..AAF.EHH.I.E...I.G.....G E98 I99 H98 G98  
4 4 0 .BCCD..B.FDE.AAF.EHH.I.....I.G.....G E99 I99 H98 G98  
4 4 0 .BCCD..B.FDE.AAF.E...IHH...I.G.....G E99 I99 H98 G98  
4 4 0 .BCC.E.B..DE.AAFD....FHH...I.G...I.G F99 H98 G98 D99  
4 4 0 .BCC.E.B.F.E.AAF..HH.I.....IDG....DG D96 I99 H98 G98  
4 4 0 .BCC.E.B.F.E.AAF..HH.ID....IDG.....G D97 I99 H98 G98  
4 4 0 .BCC.E.B.FDEAA.FD.....HH...I.G...I.G A99 H98 G98 D99  
4 4 0 .BCC.E.B.F.E.AAFD.HH.ID....I.G.....G D98 I99 H98 G98  
5 5 0 .BCC.E.B.FDEAA.FD..HHI.G...I.G...... A99 G99 I99 H99 D99  
5 5 0 .BCC.E.B...EAA.F..HH.FD....IDG...I.G A99 G98 D97 F99 H98  
5 5 0 .BCC...B.F.EAA.F.EHH.......IDG...IDG H98 D96 E99 A99 G98  
5 5 0 .BCC...B.FDEAA.FDE....HH...I.G...I.G H98 D99 E99 A99 G98  
5 5 0 .BCCD..B..D.AA.F.EHH.F.E...I.G...I.G E98 F99 A99 H98 G98  
5 5 0 .BCC...B.F..AA.F.EHH..DE...IDG...I.G H98 A99 D97 E98 G98  
5 5 0 .B.CCE.B.F.EAA.F.....HHG...IDG...ID. A99 G99 C99 H99 D96  
5 5 0 .B.CCE.B..DE.AAFD....FHH...I.G...I.G F99 C99 H98 G98 D99  
5 5 0 .B.CCE.B...EAA.F.GHH.F.G...ID....ID. F99 H98 A99 C99 D96  
5 5 0 .BCC...B.FDEAA.FDE...HH....I.G...I.G H99 D99 E99 A99 G98  
5 5 0 .BCC.E.B.FDEAA.FD.HH.I.....I.G.....G A99 D99 I99 H98 G98  
5 5 0 .B..CC.B.FDEAA.FDE..HH.....I.G...I.G C98 D99 E99 A99 G98  
5 5 0 .B.CC..B.FDEAA.FDE..HH.....I.G...I.G C99 D99 E99 A99 G98  
5 5 0 .B.CCE.B.F.E.AAFD.HH.IDG...I.G...... I99 H98 G99 C99 D98  
5 5 0 .BCC.E.B..DEAA.FD..HHF.G...I.G...I.. A99 F99 G99 H99 D99  
5 5 0 .BCC...B.F.EAA.F.E.HH......IDG...IDG H99 D96 E99 A99 G98  
5 5 0 .BCC...B.F.EAA.F.E....HH...IDG...IDG H98 D96 E99 A99 G98  
5 5 0 .BCC.E.B.F.EAA.F...HHI.....IDG....DG G98 I99 A99 H99 D96  
5 5 0 .BCC...B.F.EAA.F.E...HH....IDG...IDG H99 D96 E99 A99 G98  
5 5 0 .B..CC.B.F.EAA.F.E..HH.....IDG...IDG C98 D96 E99 A99 G98  
5 5 0 .B.CC..B.F.EAA.F.E..HH.....IDG...IDG C99 D96 E99 A99 G98  
5 5 0 .BCC...B.FDEAA.FDEHH.......I.G...I.G H98 D99 E99 A99 G98  
5 5 0 .B.CCE.B.FDEAA.FDG.HHI.G...I........ C99 A99 I99 H99 D99  
5 5 0 .B.CCE.B.F.E.AAF..HH.IDG...IDG...... I99 H98 C99 G99 D97  
5 5 0 .BCC...B..DE.AAFDE.HHF.G...I.G...I.. E99 F99 G99 H99 D99  
5 5 0 .B.CCE.B..DE.AAFD..HHF.G...I.G...I.. C99 F99 G99 H99 D99  
5 5 0 .BCC.E.B.FDEAA.FD..HHI.....I.G.....G A99 G98 I99 H99 D99  
5 5 0 .BCC.E.B.F.EAA.F...HHI.G...IDG....D. G99 I99 A99 H99 D96  
5 5 0 .B.CCE.B.F.EAA.F.G.HHI.G...ID.....D. C99 I99 A99 H99 D96  
5 5 0 .BCCD..B.FD.AA.F.EHH.I.E...I.G.....G E98 A99 I99 H98 G98  
5 5 0 .BCC.E.B.F.EAA.F..HH.I.G...IDG....D. A99 G99 I99 D96 H98  
5 5 0 .B.CCE.B.F.EAA.FD.HH..DG...I.G...I.. A99 H98 G99 C99 D98  
5 5 0 .B.CCE.B...E.AAFD.HH.FDG...I.G...I.. F99 H98 G99 C99 D98  
5 5 0 .BCCD..B.FDEAA.F.EHH.I.....I.G.....G E99 A99 I99 H98 G98  
5 5 0 .B.CC..B.F.E.AAFDEHH..DG...I.G...I.. E99 H98 G99 C99 D98  
5 5 0 .BCC...B.....AAF.EHH.FDE...IDG...I.G E98 G98 D97 F99 H98  
5 5 0 .BCC.E.B.FDEAA.FD.HH.I.G...I.G...... I99 H98 A99 G99 D99  
5 5 0 .BCC...B.FDE.AAFDEHH.I.G...I.G...... E99 G99 I99 H98 D99  
5 5 0 .BCCD..B..D.AA.F.E.HHF.E...I.G...I.G E98 A99 G98 F99 H99  
5 5 0 .B.CC..B.F...AAFDEHH..DE...I.G...I.G H98 C99 D98 E98 G98  
5 5 0 .BCC...B...E.AAF.EHH.FD....IDG...I.G E99 G98 D97 F99 H98  
5 5 0 .B.CCE.B...E.AAF..HH.FD....IDG...I.G C99 G98 D97 F99 H98  
5 5 0 .BCC.E.B.F.EAA.FD..HHIDG...I.G...... A99 I99 D98 H99 G99  
5 5 0 .BCC...B.FD..AAFDEHH.I.E...I.G.....G E98 D99 I99 H98 G98  
5 5 0 .BCC...B.FDE.AAFDEHH.I.....I.G.....G E99 D99 I99 H98 G98  
5 5 0 .BCC...B.....AAFDEHH.FDE...I.G...I.G E98 G98 D98 F99 H98  
5 5 0 .B.CCE.B.F.EAA.FDGHH.IDG...I........ I99 H98 C99 A99 D98  
5 5 0 .B.CCE.B.FDE.AAFD.HH.I.....I.G.....G C99 D99 I99 H98 G98  
5 5 0 .BCC...B.FDE.AAFDE.HHI.G...I.G...... E99 G99 I99 H99 D99  
5 5 0 .BCC.E.B.F.EAA.FD.HH.IDG...I.G...... I99 H98 G99 A99 D98  
5 5 0 .B.CCE.B.FDE.AAFD..HHI.G...I.G...... C99 G99 I99 H99 D99  
5 5 0 .B.CCE.B.F.E.AAF...HHI.....IDG....DG I99 H99 C99 D96 G98  
5 5 0 .BCC.E.B.F.EAA.F...HHID....IDG.....G G98 I99 A99 H99 D97  
5 5 0 .BCC...B.F.E.AAF.EHH.I.....IDG....DG I99 D96 E99 H98 G98  
5 5 0 .B.CCE.B.F.E.AAF..HH.I.....IDG....DG I99 C99 D96 H98 G98  
5 5 0 .BCC...B.....AAF.EHH.F.E...IDG...IDG D96 E98 F99 H98 G98  
5 5 0 .BCCD..B..DEAA.F.EHH.F.G...I.G...I.. E99 A99 G99 F99 H98  
5 5 0 .B.CCE.B.F.E.AAF...HHID....IDG.....G G98 I99 C99 H99 D97  
5 5 0 .BCC...B.F...AAF.EHH.I.E...IDG....DG I99 D96 E98 H98 G98  
5 5 0 .BCCD..B.FD.AA.F.E.HHI.E...I.G.....G E98 A99 G98 I99 H99  
5 5 0 .B.CCE.B..DE.AAFD.HH.F.G...I.G...I.. F99 C99 G99 H98 D99  
5 5 0 .B.CCE.B.F.EAA.F.....HH....IDG...IDG A99 G98 C99 H99 D96  
5 5 0 .B.CCE.B.F.E.AAFD.HH.ID....I.G.....G G98 C99 I99 D98 H98  
5 5 0 .B.CCE.B.F.EAA.F.GHH.I.G...ID.....D. I99 H98 A99 C99 D96  
5 5 0 .B..CC.B.F...AAFDEHH..DE...I.G...I.G H98 C98 D98 E98 G98  
5 5 0 .BCC...B.F..AA.FDEHH..DE...I.G...I.G H98 A99 D98 E98 G98  
5 5 0 .BCC...B.F..AA.F.E...HHE...IDG...IDG E98 A99 H99 D96 G98  
5 5 0 .B.CC..B.F...AAF.EHH..DE...IDG...I.G H98 C99 D97 E98 G98  
5 5 0 .BCC...B.F.EAA.FDEHH..D....I.G...I.G H98 A99 D98 E99 G98  
5 5 0 .BCC...B.F..AA.F.E.HH..E...IDG...IDG D96 E98 A99 H99 G98  
5 5 0 .BCC...B..DE.AAFDEHH.F.G...I.G...I.. F99 E99 G99 H98 D99  
5 5 0 .B..CC.B.F.E.AAF.E...HH....IDG...IDG C98 E99 H99 D96 G98  
5 5 0 .B..CC.B.F...AAF.EHH..DE...IDG...I.G H98 C98 D97 E98 G98  
5 5 0 .B.CCE.B.F.E.AAF..HH.ID....IDG.....G I99 C99 D97 H98 G98  
5 5 0 .BCC...B.FD.AA.FDE...HHE...I.G...I.G D99 E98 A99 H99 G98  
5 5 0 .BCCD..B.FDEAA.F.EHH.I.G...I.G...... E99 G99 A99 I99 H98  
5 5 0 .BCCD..B.FDEAA.F.E...IHH...I.G.....G I99 H98 E99 A99 G98  
5 5 0 .B..CC.B.F.E.AAFDEHH..D....I.G...I.G H98 C98 D98 E99 G98  
5 5 0 .BCC...B.F.EAA.F.E.HH.D....IDG...I.G H99 A99 D97 E99 G98  
5 5 0 .BCC...B..DE.AAFDE...FHH...I.G...I.G D99 E99 F99 H98 G98  
5 5 0 .B.CCE.B.F.E.AAF...HHI.G...IDG....D. G99 I99 C99 H99 D96  
5 5 0 .BCC...B.F.EAA.F.EHH..D....IDG...I.G H98 A99 D97 E99 G98  
5 5 0 .B.CC..B.F.E.AAFDEHH..D....I.G...I.G H98 C99 D98 E99 G98  
5 5 0 .B..CC.B.F.E.AAF.EHH..D....IDG...I.G H98 C98 D97 E99 G98  
