0 0 0 B..OOOB..C.PAA.CDPQQQ.DP..E.FFGGEHH.  
1 1 0 B.OOO.B..C.PAA.CDPQQQ.DP..E.FFGGEHH. O99  
1 1 0 B..OOOB....PAA.CDPQQQCDP..E.FFGGEHH. C99  
1 1 0 B..OOOB..C.PAA.CDP.QQQDP..E.FFGGEHH. Q99  
1 1 0 B..OOOB..C.PAA.CDPQQQ.DP..E.FFGGE.HH H99  
1 1 0 B..OOOB..CDPAA.CDPQQQ..P..E.FFGGEHH. D99  
1 1 0 BOOO..B..C.PAA.CDPQQQ.DP..E.FFGGEHH. O98  
1 1 0 B..OOOB..C.P.AACDPQQQ.DP..E.FFGGEHH. A99  
1 1 0 B..OOOB....PAA..DPQQQCDP..ECFFGGEHH. C98  
1 1 0 B..OOOB..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99  
2 2 0 B.OOO.B..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99 O99  
2 2 0 B.OOO.B..C.PAA.CDPQQQ.DP..E.FFGGE.HH H99 O99  
2 2 0 B..OOOB..C.PAA.CDP.QQQDP..E.FFGGE.HH H99 Q99  
2 2 0 B..OOOB..CDP.AACDPQQQ..P..E.FFGGEHH. A99 D99  
2 2 0 B..OOOB....P..AADPQQQCDP..ECFFGGEHH. A98 C98  
2 2 0 B..OOOB..C..AA.CD.QQQ.DP..EFFPGGEHHP P98 F99  
2 2 0 B..OOOB...DPAA..DPQQQC.P..ECFFGGEHH. C98 D99  
2 2 0 B.OOO.B..C.PAA.CDP.QQQDP..E.FFGGEHH. Q99 O99  
2 2 0 BOOO..B..CDPAA.CDPQQQ..P..E.FFGGEHH. O98 D99  
2 2 0 B..OOOB..CDPAA.CDPQQQ..P..E.FFGGE.HH D99 H99  
2 2 0 B.OOO.B..CDPAA.CDPQQQ..P..E.FFGGEHH. D99 O99  
2 2 0 B..OOOB....PAA.CDPQQQCDP..E.FFGGE.HH H99 C99  
2 2 0 B..OOOB..C.P.AACDPQQQ.DP..E.FFGGE.HH A99 H99  
2 2 0 B..OOOB....PAA..DPQQQ.DP..ECFFGGECHH C97 H99  
2 2 0 B.OOO.B..C.P.AACDPQQQ.DP..E.FFGGEHH. A99 O99  
2 2 0 B..OOOB....PAA..DPQQQCDP..ECFFGGE.HH C98 H99  
2 2 0 BOOO..B..C.PAA.CDPQQQ.DP..E.FFGGE.HH O98 H99  
2 2 0 B.OOOPB..C.PAA.CDPQQQ.D...E.FFGGEHH. P99 O99  
2 2 0 B..OOOB..C.PAA.CDP.QQQDP..EFF.GGEHH. F99 Q99  
2 2 0 B..OOOB..C.PAA.CDPQQQ.DP..EFF.GGE.HH F99 H99  
2 2 0 B..OOOB..C.P.AACDPQQQ.DP..EFF.GGEHH. F99 A99  
2 2 0 B..OOOB..CDPAA.CDP.QQQ.P..E.FFGGEHH. D99 Q99  
2 2 0 B.OOO.B....PAA..DPQQQCDP..ECFFGGEHH. C98 O99  
2 2 0 B..OOOB..C.P.AACDP.QQQDP..E.FFGGEHH. A99 Q99  
2 2 0 BOOO..B..C.PAA.CDP.QQQDP..E.FFGGEHH. O98 Q99  
2 2 0 B.OOO.B....PAA.CDPQQQCDP..E.FFGGEHH. C99 O99  
2 2 0 B..OOOB....PAA.CDPQQQCDP..EFF.GGEHH. F99 C99  
2 2 0 BOOO..B..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99 O98  
2 2 0 B..OOOB..C..AA.CDPQQQ.DP..EFFPGGEHH. P99 F99  
2 2 0 B..OOOB....P.AA.DPQQQCDP..ECFFGGEHH. C98 A99  
2 2 0 B..OOOB...DPAA.CDPQQQC.P..E.FFGGEHH. D99 C99  
2 2 0 ...OOOB..C.PBAACDPQQQ.DP..E.FFGGEHH. B99 A99  
2 2 0 BOOOD.B..CDPAA.C.PQQQ..P..E.FFGGEHH. D98 O98  
2 2 0 B..OOOB....P.AACDPQQQCDP..E.FFGGEHH. A99 C99  
2 2 0 B..OOOB..CDPAA.CDPQQQ..P..EFF.GGEHH. F99 D99  
2 2 0 BOOO..B..C.P.AACDPQQQ.DP..E.FFGGEHH. A99 O98  
2 2 0 BOOO.PB..C.PAA.CDPQQQ.D...E.FFGGEHH. P99 O98  
2 2 0 BOOO..B....PAA.CDPQQQCDP..E.FFGGEHH. O98 C99  
2 2 0 BOOO..B....PAA..DPQQQCDP..ECFFGGEHH. C98 O98  
2 2 0 B..OOOB..CDPAA.CDP..QQQP..E.FFGGEHH. Q98 D99  
4 4 0 BOOO.PB..C.PAA.CDPQQQ.D...EFF.GGE.HH H99 P99 F99 O98  
4 4 0 BOOOD.B..CDPAA.C.P.QQQ.P..E.FFGGE.HH D98 O98 H99 Q99  
4 4 0 BOOO.PB....PAA.CDPQQQCD...EFF.GGEHH. C99 P99 F99 O98  
4 4 0 ...OOO...C.P.AACDPBQQQDPB.E.FFGGE.HH B97 A99 H99 Q99  
4 4 0 B..OOOB.....AA.CDPQQQCDP..EFFPGGE.HH H99 P99 F99 C99  
4 4 0 ...OOO...C.PBAACDPBQQQDP..E.FFGGE.HH B98 A99 H99 Q99  
4 4 0 ...OOOB..C.PBAACDP.QQQDP..E.FFGGE.HH B99 A99 H99 Q99  
4 4 0 ...OOO...C.PAA.CDPBQQQDPB.E.FFGGEHH. A98 B97 A99 Q99  
4 4 0 ...OOO...C.PBAACDPBQQQDP..EFF.GGEHH. F99 B98 A99 Q99  
4 4 0 B..OOOB..C...AACDPQQQ.DP..EFFPGGE.HH P99 F99 A99 H99  
4 4 0 B.OOOPB....PAA.CDPQQQCD...EFF.GGEHH. F99 C99 P99 O99  
4 4 0 BOOO..B..C..AA.CDP.QQQDP..EFFPGGEHH. Q99 P99 F99 O98  
4 4 0 BOOOD.B..CD.AA.C.PQQQ..P..EFFPGGEHH. D98 P99 F99 O98  
4 4 0 B.OOO.B..CDPAA.CDP..QQQP..E.FFGGE.HH Q98 D99 H99 O99  
4 4 0 BOOO..B..CD.AA.CDPQQQ..P..EFFPGGEHH. D99 P99 F99 O98  
4 4 0 BOOO..B..C...AACDPQQQ.DP..EFFPGGEHH. A99 P99 F99 O98  
4 4 0 ...OOOB..C.PBAACDP.QQQDP..EFF.GGEHH. F99 B99 A99 Q99  
4 4 0 B.OOO.B..CDPAA.CDP..QQQP..EFF.GGEHH. F99 Q98 D99 O99  
4 4 0 BOOO..B.....AA.CDPQQQCDP..EFFPGGEHH. C99 P99 F99 O98  
4 4 0 .OOO..B..C.PBAACDPQQQ.DP..EFF.GGEHH. F99 O98 B99 A99  
4 4 0 B.OOO.B....P.AA.DPQQQ.DP..ECFFGGECHH C97 A99 H99 O99  
4 4 0 .OOO..B..C.PBAACDP.QQQDP..E.FFGGEHH. Q99 O98 B99 A99  
4 4 0 .OOO.PB..C.PBAACDPQQQ.D...E.FFGGEHH. P99 O98 B99 A99  
4 4 0 ...OOOB..C..BAACD.QQQ.DP..EFFPGGEHHP P98 B99 F99 A99  
4 4 0 B.OOOPB....PAA..DPQQQ.D...ECFFGGECHH C97 P99 H99 O99  
4 4 0 BOOO..B..CDPAA.CDP.QQQ.P..EFF.GGEHH. D99 O98 F99 Q99  
4 4 0 .OOO..B....PBAA.DPQQQCDP..ECFFGGEHH. C98 O98 B99 A99  
4 4 0 .OOO..B....PBAACDPQQQCDP..E.FFGGEHH. C99 O98 B99 A99  
4 4 0 B..OOOB..C...AACDP.QQQDP..EFFPGGEHH. P99 A99 F99 Q99  
4 4 0 B..OOOB....P..AADP.QQQDP..ECFFGGECHH A98 Q99 C97 H99  
4 4 0 B..OOOB....P.AA.DP.QQQDP..ECFFGGECHH A99 Q99 C97 H99  
4 4 0 B..OOOB..CD.AA.CDP.QQQ.P..EFFPGGEHH. D99 P99 F99 Q99  
4 4 0 B.OOO.B....P..AADPQQQ.DP..ECFFGGECHH A98 C97 H99 O99  
4 4 0 BOOO..B....PAA..DP.QQQDP..ECFFGGECHH O98 Q99 C97 H99  
4 4 0 B.OOO.B....PAA..DP.QQQDP..ECFFGGECHH O99 Q99 C97 H99  
4 4 0 BOOOD.B..CDPAA.C.P.QQQ.P..EFF.GGEHH. D98 O98 F99 Q99  
4 4 0 B..OOOB..CD.AA.CDPQQQ..P..EFFPGGE.HH P99 F99 D99 H99  
4 4 0 B..OOOB...DPAA.CDPQQQC.P..EFF.GGE.HH C99 F99 D99 H99  
4 4 0 BOOO.PB..C.P.AACDPQQQ.D...E.FFGGE.HH A99 P99 O98 H99  
4 4 0 BOOO.PB....PAA..DPQQQ.D...ECFFGGECHH C97 P99 O98 H99  
4 4 0 B..OOOB......AACD.QQQCDP..EFFPGGEHHP P98 C99 F99 A99  
4 4 0 B.OOO.B..CD.AA.CDPQQQ..P..EFFPGGEHH. P99 D99 F99 O99  
4 4 0 B..OOOB...DPAA..DP..QQQP..ECFFGGECHH Q98 C97 D99 H99  
4 4 0 ..OOO.B....PB.AADPQQQCDP..ECFFGGEHH. B99 O99 A98 C98  
4 4 0 BOOO..B..CDPAA.CDPQQQ..P..EFF.GGE.HH O98 F99 D99 H99  
4 4 0 B.OOOPB..CDPAA.CDP.QQQ....E.FFGGEHH. P99 D99 Q99 O99  
4 4 0 ..OOO.B....PBAA.DPQQQCDP..ECFFGGEHH. B99 C98 A99 O99  
4 4 0 OOO...B..C.PBAACDPQQQ.DP..EFF.GGEHH. F99 O97 B99 A99  
4 4 0 OOO...B..C.PBAACDP.QQQDP..E.FFGGEHH. Q99 O97 B99 A99  
4 4 0 B.OOO.B....P.AACDPQQQCDP..EFF.GGEHH. F99 C99 A99 O99  
4 4 0 B.OOOPB...DPAA..DPQQQC....ECFFGGEHH. D99 C98 P99 O99  
4 4 0 OOO.D.B..CDPBAAC.PQQQ..P..E.FFGGEHH. D98 O97 B99 A99  
4 4 0 OOO..PB..C.PBAACDPQQQ.D...E.FFGGEHH. P99 O97 B99 A99  
4 4 0 BOOO..B....P.AA.DPQQQCDP..ECFFGGE.HH A99 O98 C98 H99  
4 4 0 OOO...B....PBAA.DPQQQCDP..ECFFGGEHH. C98 O97 B99 A99  
4 4 0 OOO...B....PBAACDPQQQCDP..E.FFGGEHH. C99 O97 B99 A99  
4 4 0 BOOO.PB...DPAA.CDPQQQC....E.FFGGEHH. D99 C99 P99 O98  
4 4 0 B.OOOPB..C.PAA.CDP.QQQD...EFF.GGEHH. P99 Q99 F99 O99  
4 4 0 ...OOOB....PBAA.DPQQQ.DP..ECFFGGECHH B99 C97 A99 H99  
4 4 0 OOOC..B..C.PBAA.DPQQQ.DP..E.FFGGEHH. C99 O97 B99 A99  
4 4 0 BOOOD.B...DPAA.C.PQQQC.P..EFF.GGEHH. F99 C99 D98 O98  
4 4 0 BOOO.PB....P.AACDPQQQCD...E.FFGGEHH. A99 C99 P99 O98  
4 4 0 BOOOD.B...DP...AAPQQQC.P..ECFFGGEHH. A97 C98 D98 O98  
4 4 0 BOOOD.B...DP..AA.PQQQC.P..ECFFGGEHH. A98 C98 D98 O98  
4 4 0 B..OOOB...DP..AADPQQQ..P..ECFFGGECHH D99 A98 C97 H99  
4 4 0 B.OOO.B..CD.AA.CD.QQQ..P..EFFPGGEHHP P98 D99 F99 O99  
4 4 0 B.OOO.B....P..AADPQQQCDP..ECFFGGE.HH O99 H99 A98 C98  
4 4 0 ...OOOB....PB.AADPQQQCDP..ECFFGGE.HH B99 H99 A98 C98  
4 4 0 BOOO..B....P.AA.DPQQQ.DP..ECFFGGECHH A99 O98 C97 H99  
4 4 0 .OOO..B..CDPBAACDPQQQ..P..E.FFGGEHH. B99 O98 A99 D99  
4 4 0 B..OOOB..C...AACD..QQQDP..EFFPGGEHHP A99 Q99 P98 F99  
4 4 0 ...OOOB....PBAA.DPQQQCDP..ECFFGGE.HH B99 C98 A99 H99  
4 4 0 BOOO..B....P.AACDPQQQCDP..E.FFGGE.HH C99 O98 A99 H99  
4 4 0 B.OOOPB..CDPAA.CDPQQQ.....EFF.GGEHH. P99 D99 F99 O99  
4 4 0 BOOO.PB....PAA.CDPQQQCD...E.FFGGE.HH C99 P99 O98 H99  
4 4 0 BOOO..B..C..AA.CD..QQQDP..EFFPGGEHHP O98 Q99 P98 F99  
4 4 0 B.OOO.B..C..AA.CD..QQQDP..EFFPGGEHHP O99 Q99 P98 F99  
4 4 0 B.OOO.B..C...AACD.QQQ.DP..EFFPGGEHHP P98 A99 F99 O99  
4 4 0 BOOO..B..CDP.AACDPQQQ..P..E.FFGGE.HH O98 H99 A99 D99  
4 4 0 B.OOO.B..CDP.AACDPQQQ..P..E.FFGGE.HH O99 H99 A99 D99  
4 4 0 ...OOOB....PBAACDPQQQCDP..E.FFGGE.HH C99 B99 A99 H99  
4 4 0 B.OOO.B..C...AACDPQQQ.DP..EFFPGGEHH. P99 A99 F99 O99  
4 4 0 ...OOOB..CDPBAACDPQQQ..P..E.FFGGE.HH B99 H99 A99 D99  
4 4 0 BOOO..B...DP.AACDPQQQC.P..E.FFGGEHH. O98 C99 A99 D99  
4 4 0 B.OOO.B.....AA.CD.QQQCDP..EFFPGGEHHP C99 P98 F99 O99  
4 4 0 B.OOO.B...DP.AACDPQQQC.P..E.FFGGEHH. O99 C99 A99 D99  
4 4 0 ...OOOB...DPBAACDPQQQC.P..E.FFGGEHH. B99 C99 A99 D99  
4 4 0 B.OOO.B...DPAA.CDPQQQC.P..EFF.GGEHH. C99 D99 F99 O99  
4 4 0 ...OOOB....PB.AADPQQQ.DP..ECFFGGECHH B99 A98 C97 H99  
4 4 0 BOOO.PB....PAA..DPQQQCD...ECFFGGE.HH C98 P99 O98 H99  
4 4 0 B.OOO.B...DP.AA.DPQQQC.P..ECFFGGEHH. O99 C98 A99 D99  
4 4 0 ...OOOB...DPBAA.DPQQQC.P..ECFFGGEHH. B99 C98 A99 D99  
4 4 0 BOOO..B....P..AADPQQQ.DP..ECFFGGECHH O98 A98 C97 H99  
4 4 0 BOOO..B..CDP.AACDP.QQQ.P..E.FFGGEHH. O98 Q99 A99 D99  
4 4 0 B.OOO.B..CDP.AACDP.QQQ.P..E.FFGGEHH. O99 Q99 A99 D99  
4 4 0 B.OOOPB..CDPAA.CDP...QQQ..E.FFGGEHH. Q97 P99 D99 O99  
4 4 0 ..OOO.B....PBAACDPQQQCDP..E.FFGGEHH. B99 C99 A99 O99  
4 4 0 ...OOO...CDP.AACDPBQQQ.PB.E.FFGGEHH. B97 Q99 A99 D99  
4 4 0 ...OOO...CDPBAACDPBQQQ.P..E.FFGGEHH. B98 Q99 A99 D99  
4 4 0 B.OOOPB....P..AADPQQQCD...ECFFGGEHH. A98 C98 P99 O99  
4 4 0 ...OOOB..CDPBAACDP.QQQ.P..E.FFGGEHH. B99 Q99 A99 D99  
4 4 0 B.OOO.B..C.P.AACDP.QQQDP..E.FFGGE.HH A99 Q99 H99 O99  
4 4 0 BOOOD.B...DPAA...PQQQ..P..ECFFGGECHH C97 D98 O98 H99  
4 4 0 BOOO..B..CDPAA.CDP..QQQP..EFF.GGEHH. Q98 F99 O98 D99  
4 4 0 B..OOOB..CD.AA.CDP..QQQP..EFFPGGEHH. Q98 D99 P99 F99  
4 4 0 BOOOD.B..CDPAA.C.P..QQQP..EFF.GGEHH. Q98 D98 F99 O98  
4 4 0 .OOO..B....PB.AADPQQQCDP..ECFFGGEHH. B99 O98 A98 C98  
4 4 0 B.OOOPB..C.PAA.CDP.QQQD...E.FFGGE.HH P99 Q99 H99 O99  
4 4 0 BOOO..B..CDP.AACDP..QQQP..E.FFGGEHH. O98 Q98 A99 D99  
4 4 0 B.OOOPB...DPAA.CDPQQQC....E.FFGGEHH. D99 C99 P99 O99  
4 4 0 B.OOO.B..CDP.AACDP..QQQP..E.FFGGEHH. O99 Q98 A99 D99  
4 4 0 ...OOO...CDP.AACDPB.QQQPB.E.FFGGEHH. B97 Q98 A99 D99  
4 4 0 BOOO.PB..CDPAA.CDP..QQQ...E.FFGGEHH. P99 Q98 O98 D99  
4 4 0 BOOO..B..CD.AA.CD.QQQ..P..EFFPGGEHHP P98 F99 O98 D99  
4 4 0 ...OOO...CDPBAACDPB.QQQP..E.FFGGEHH. B98 Q98 A99 D99  
4 4 0 ...OOOB..CDPBAACDP..QQQP..E.FFGGEHH. B99 Q98 A99 D99  
4 4 0 BOOO..B..C...AACD.QQQ.DP..EFFPGGEHHP P98 O98 F99 A99  
4 4 0 BOOODPB..CDPAA.C.PQQQ.....EFF.GGEHH. F99 P99 D98 O98  
4 4 0 BOOODPB..CDPAA.C.P...QQQ..E.FFGGEHH. Q97 P99 D98 O98  
4 4 0 BOOO.PB...DPAA..DPQQQC....ECFFGGEHH. D99 C98 P99 O98  
4 4 0 BOOO.PB..CDPAA.CDP...QQQ..E.FFGGEHH. Q97 P99 O98 D99  
4 4 0 B.OOO.B..C..AA.CDP.QQQDP..EFFPGGEHH. O99 P99 F99 Q99  
4 4 0 BOOODPB..CDPAA.C.P..QQQ...E.FFGGEHH. Q98 P99 D98 O98  
4 4 0 BOOODPB..CDPAA.C.P.QQQ....E.FFGGEHH. Q99 P99 D98 O98  
4 4 0 BOOO.PB..CDPAA.CDP.QQQ....E.FFGGEHH. P99 Q99 O98 D99  
4 4 0 BOOODPB...DPAA...PQQQC....ECFFGGEHH. C98 P99 D98 O98  
4 4 0 BOOODPB...DPAA.C.PQQQC....E.FFGGEHH. C99 P99 D98 O98  
4 4 0 BOOO.PB..C.P.AACDP.QQQD...E.FFGGEHH. P99 O98 A99 Q99  
4 4 0 BOOO.PB....P.AA.DPQQQCD...ECFFGGEHH. A99 C98 P99 O98  
4 4 0 BOOOD.B..CDP.AAC.PQQQ..P..EFF.GGEHH. F99 A99 D98 O98  
4 4 0 BOOOD.B..CDP.AAC.P..QQQP..E.FFGGEHH. Q98 A99 D98 O98  
4 4 0 BOOO.PB....P..AADPQQQCD...ECFFGGEHH. A98 C98 P99 O98  
4 4 0 BOOOD.B..CDP.AAC.P.QQQ.P..E.FFGGEHH. Q99 A99 D98 O98  
4 4 0 BOOODPB..CDP.AAC.PQQQ.....E.FFGGEHH. P99 A99 D98 O98  
4 4 0 BOOOD.B..CD.AA.C..QQQ..P..EFFPGGEHHP P98 D98 F99 O98  
4 4 0 B..OOOB...D.AA.CD.QQQC.P..EFFPGGEHHP P98 D99 F99 C99  
4 4 0 B.OOOPB....PAA.CDPQQQCD...E.FFGGE.HH C99 P99 H99 O99  
4 4 0 BOOO..B..C.P.AACDPQQQ.DP..EFF.GGE.HH O98 F99 A99 H99  
4 4 0 BOOOD.B...DP.AA..PQQQC.P..ECFFGGEHH. C98 A99 D98 O98  
4 4 0 BOOOD.B...DP.AAC.PQQQC.P..E.FFGGEHH. C99 A99 D98 O98  
4 4 0 BOOO..B...DP..AADPQQQC.P..ECFFGGEHH. A98 O98 C98 D99  
4 4 0 .OOOD.B..CDPBAAC.PQQQ..P..E.FFGGEHH. B99 A99 D98 O98  
4 4 0 B.OOOPB..C.P.AACDPQQQ.D...EFF.GGEHH. F99 P99 A99 O99  
4 4 0 B.OOO.B...DP..AADPQQQC.P..ECFFGGEHH. A98 O99 C98 D99  
4 4 0 B.OOOPB....PAA..DPQQQCD...ECFFGGE.HH C98 P99 H99 O99  
4 4 0 B.OOOPB..C.P.AACDP.QQQD...E.FFGGEHH. Q99 P99 A99 O99  
4 4 0 B.OOOPB..CDP.AACDPQQQ.....E.FFGGEHH. D99 P99 A99 O99  
4 4 0 B..OOOB..CD.AA.CD...QQQP..EFFPGGEHHP Q98 D99 P98 F99  
4 4 0 B.OOOPB....P.AA.DPQQQCD...ECFFGGEHH. C98 P99 A99 O99  
4 4 0 B.OOOPB....P.AACDPQQQCD...E.FFGGEHH. C99 P99 A99 O99  
4 4 0 BOOO..B..C.P.AACDP.QQQDP..EFF.GGEHH. O98 A99 F99 Q99  
4 4 0 ...OOOB..C..BAACDPQQQ.DP..EFFPGGEHH. P99 B99 F99 A99  
4 4 0 B..OOOB....P.AACDPQQQCDP..EFF.GGE.HH C99 F99 A99 H99  
4 4 0 ..OOOPB..C.PBAACDPQQQ.D...E.FFGGEHH. B99 P99 A99 O99  
4 4 0 B..OOOB...DP.AA.DPQQQC.P..ECFFGGE.HH A99 H99 C98 D99  
4 4 0 B.OOO.B..C.P.AACDP.QQQDP..EFF.GGEHH. O99 A99 F99 Q99  
4 4 0 BOOO..B...DPAA..DPQQQC.P..ECFFGGE.HH O98 H99 C98 D99  
4 4 0 B.OOO.B...DPAA..DPQQQC.P..ECFFGGE.HH O99 H99 C98 D99  
4 4 0 ...OOOB....PBAACDPQQQCDP..EFF.GGEHH. C99 B99 F99 A99  
4 4 0 ...OOOB...DPB.AADPQQQC.P..ECFFGGEHH. B99 D99 A98 C98  
4 4 0 B..OOOB..CDP.AACDP..QQQP..EFF.GGEHH. Q98 F99 A99 D99  
4 4 0 B..OOOB..CDP.AACDP.QQQ.P..EFF.GGEHH. Q99 F99 A99 D99  
4 4 0 ..OOO.B..C.PBAACDPQQQ.DP..EFF.GGEHH. O99 B99 F99 A99  
4 4 0 B..OOOB..CD..AACD.QQQ..P..EFFPGGEHHP P98 F99 A99 D99  
5 5 0 B.OOO.B..CDPAA.CDP.QQQ.P..EFF.GGE.HH D99 Q99 H99 F99 O99  
5 5 0 B..OOOB..CDP.AACDP..QQQP..EFF.GGE.HH Q98 H99 F99 A99 D99  
5 5 0 BOOODPB...DPAA...PQQQ.....ECFFGGECHH C97 H99 P99 D98 O98  
5 5 0 ...OOOB..C.PBAACDP.QQQDP..EFF.GGE.HH Q99 B99 F99 A99 H99  
5 5 0 BOOOD.B..CDP.AAC.PQQQ..P..EFF.GGE.HH F99 H99 A99 D98 O98  
5 5 0 OOO......C.PAA.CDPBQQQDPB.E.FFGGEHH. A98 O97 B97 A99 Q99  
5 5 0 BOOO.PB....PAA..DP.QQQD...ECFFGGECHH P99 O98 Q99 C97 H99  
5 5 0 BOOO..B......AACDPQQQCDP..EFFPGGEHH. P99 A99 O98 F99 C99  
5 5 0 .OOOD.B..CDPBAAC.P.QQQ.P..E.FFGGEHH. D98 Q99 O98 B99 A99  
5 5 0 BOOODPB...DPAA...PQQQC....ECFFGGE.HH C98 H99 P99 D98 O98  
5 5 0 B..OOOB..CD..AACDPQQQ..P..EFFPGGE.HH H99 P99 F99 A99 D99  
5 5 0 BOOODPB...DPAA.C.PQQQC....E.FFGGE.HH C99 H99 P99 D98 O98  
5 5 0 B..OOOB..CDP.AACDP.QQQ.P..EFF.GGE.HH Q99 H99 F99 A99 D99  
5 5 0 B..OOOB...DP.AACDPQQQC.P..EFF.GGE.HH C99 H99 F99 A99 D99  
5 5 0 BOOODPB..CDPAA.C.PQQQ.....EFF.GGE.HH F99 H99 P99 D98 O98  
5 5 0 BOOOD.B..CDPAA.C.P..QQQP..EFF.GGE.HH F99 Q98 D98 O98 H99  
5 5 0 BOOO..B..CDP.AACDPQQQ..P..EFF.GGE.HH O98 H99 F99 A99 D99  
5 5 0 B.OOO.B..CDP.AACDPQQQ..P..EFF.GGE.HH O99 H99 F99 A99 D99  
5 5 0 BOOOD.B...DP...AAPQQQC.P..ECFFGGE.HH A97 H99 C98 D98 O98  
5 5 0 ...OOOB..CDPBAACDPQQQ..P..EFF.GGE.HH B99 H99 F99 A99 D99  
5 5 0 B..OOOB..CD..AACDP..QQQP..EFFPGGEHH. Q98 P99 F99 A99 D99  
5 5 0 OOO...B....PB.AADPQQQCDP..ECFFGGE.HH H99 O97 B99 A98 C98  
5 5 0 B..OOOB..CD.AA.CDP.QQQ.P..EFFPGGE.HH P99 D99 F99 H99 Q99  
5 5 0 BOOO..B...DP..AADPQQQC.P..ECFFGGE.HH O98 A98 H99 C98 D99  
5 5 0 B..OOOB..CD..AACDP.QQQ.P..EFFPGGEHH. Q99 P99 F99 A99 D99  
5 5 0 B..OOOB...D..AACDPQQQC.P..EFFPGGEHH. C99 P99 F99 A99 D99  
5 5 0 B..OOOB...D..AACD.QQQC.P..EFFPGGEHHP P98 C99 F99 A99 D99  
5 5 0 BOOO..B..CD..AACDPQQQ..P..EFFPGGEHH. O98 P99 F99 A99 D99  
5 5 0 B.OOO.B..CD..AACDPQQQ..P..EFFPGGEHH. O99 P99 F99 A99 D99  
5 5 0 BOOO..B..CDP.AACDP..QQQP..EFF.GGEHH. Q98 O98 F99 A99 D99  
5 5 0 ...OOOB..CDPBAACDP..QQQP..EFF.GGEHH. Q98 B99 F99 A99 D99  
5 5 0 ...OOOB..CD.BAACDPQQQ..P..EFFPGGEHH. B99 P99 F99 A99 D99  
5 5 0 B.OOO.B..C.P.AACDP.QQQDP..EFF.GGE.HH A99 Q99 H99 F99 O99  
5 5 0 B.OOO.B..CDP.AACDP..QQQP..EFF.GGEHH. Q98 O99 F99 A99 D99  
5 5 0 B.OOO.B..C..AA.CDP.QQQDP..EFFPGGE.HH P99 Q99 H99 F99 O99  
5 5 0 B.OOOPB..C.PAA.CDP.QQQD...EFF.GGE.HH P99 Q99 H99 F99 O99  
5 5 0 BOOO..B..C..AA.CDP.QQQDP..EFFPGGE.HH O98 P99 F99 H99 Q99  
5 5 0 BOOO..B..CDP.AACDP..QQQP..E.FFGGE.HH O98 H99 Q98 A99 D99  
5 5 0 B.OOOPB..CDPAA.CDP.QQQ....E.FFGGE.HH P99 D99 Q99 H99 O99  
5 5 0 ...OOO...C.PAA.CDPBQQQDPB.EFF.GGEHH. A98 F99 B97 A99 Q99  
5 5 0 B..OOOB..C...AACDP.QQQDP..EFFPGGE.HH P99 A99 F99 H99 Q99  
5 5 0 B.OOOPB..C.P.AACDPQQQ.D...EFF.GGE.HH F99 H99 P99 A99 O99  
5 5 0 B.OOO.B..CDPAA.CDP..QQQP..EFF.GGE.HH Q98 D99 H99 F99 O99  
5 5 0 BOOOD.B..CDPAA.C.P.QQQ.P..EFF.GGE.HH D98 O98 F99 H99 Q99  
5 5 0 BOOO..B..CDP.AACDP.QQQ.P..E.FFGGE.HH O98 H99 Q99 A99 D99  
5 5 0 B.OOOPB..CDPAA.CDP..QQQ...E.FFGGE.HH H99 P99 Q98 D99 O99  
5 5 0 B.OOO.B.....AA.CDPQQQCDP..EFFPGGE.HH C99 P99 H99 F99 O99  
5 5 0 BOOO.PB....P..AADPQQQCD...ECFFGGE.HH P99 O98 H99 A98 C98  
5 5 0 B.OOO.B..C...AACDPQQQ.DP..EFFPGGE.HH P99 A99 H99 F99 O99  
5 5 0 B.OOO.B...DP.AACDPQQQC.P..E.FFGGE.HH D99 C99 A99 H99 O99  
5 5 0 B.OOO.B...DP.AA.DPQQQC.P..ECFFGGE.HH D99 C98 A99 H99 O99  
5 5 0 ..OOO.B..C.PBAACDP.QQQDP..E.FFGGE.HH Q99 B99 A99 H99 O99  
5 5 0 B.OOOPB....PAA.CDPQQQCD...EFF.GGE.HH C99 P99 H99 F99 O99  
5 5 0 BOOO..B...DP.AACDPQQQC.P..E.FFGGE.HH O98 H99 C99 A99 D99  
5 5 0 BOOO.PB..CDP.AACDPQQQ.....E.FFGGE.HH H99 P99 O98 A99 D99  
5 5 0 ..OOO.B..C.PBAACDP.QQQDP..EFF.GGEHH. F99 O99 B99 A99 Q99  
5 5 0 OOO......C.PBAACDPBQQQDP..E.FFGGE.HH H99 O97 B98 A99 Q99  
5 5 0 .OOO.....C.PBAACDPBQQQDP..EFF.GGEHH. F99 O98 B98 A99 Q99  
5 5 0 .OOO.....C.PBAACDPBQQQDP..E.FFGGE.HH H99 O98 B98 A99 Q99  
5 5 0 ..OOO.B..CDPBAACDP..QQQP..E.FFGGEHH. Q98 B99 O99 A99 D99  
5 5 0 B.OOOPB..CDPAA.CDP...QQQ..E.FFGGE.HH Q97 P99 D99 H99 O99  
5 5 0 B..OOOB...DP.AA.DP..QQQP..ECFFGGECHH Q98 C97 H99 A99 D99  
